Date,PM2.5,PM10,Average CO (mg/m3),Average SO2 (ug/m3),NO (ug/m3),NO2 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2022-04-07,9.90911111111111,16.508555555555557,0.2120851,1.1270833,21.2202168,16.1648922,215,3.7,211,13.9,165,0.4,9.5,8.5,86.0,14.2,8.6,-,-,-,-,-,-,1022.5,1021.8,-,11.45,5522.918918918919,565.5439330543933
2022-04-08,10.778444444444444,19.599666666666664,0.3558511,0.5996528,41.8278427,30.3028049,256,1.5,164,7.2,141,0.0,9.4,7.6,76.0,18.6,3.5,-,-,-,-,-,-,1021.8,1021.1,-,15.28,5931.409266409267,577.9456066945606
2022-04-09,10.875444444444444,21.51988888888889,0.2140993,0.5514583,25.1994972,22.9169064,230,1.2,176,6.7,164,0.0,13.5,11.3,75.0,19.9,9.0,-,-,-,-,-,-,1028.7,1028.0,-,13.96,4918.360074626866,279.49395161290323
2022-04-10,8.157444444444444,16.099444444444444,0.1628227,0.2934722,18.9248199,17.0171947,228,1.3,37,8.8,267,0.0,12.3,11.6,92.0,19.2,8.9,-,-,-,-,-,-,1028.6,1027.9,-,13.25,4322.820895522388,224.38709677419354
2022-04-11,7.795777777777778,21.022222222222226,0.1927163,1.3022302,30.6133804,25.8985615,61,2.9,31,7.2,155,0.0,15.6,13.7,80.0,24.6,12.1,-,-,-,-,-,-,1015.8,1015.1,-,14.45,5414.43,603.4717391304348
2022-04-12,6.022444444444444,15.317,0.1917305,0.5308333,26.9113674,25.3474827,69,1.3,211,12.4,190,0.0,14.5,11.9,72.0,18.8,9.5,-,-,-,-,-,-,1003.8,1003.1,-,6.99,5583.4,598.2
2022-04-13,7.039888888888889,13.758555555555555,0.3119433,0.6635417,47.3694954,30.4984169,149,0.5,218,5.7,105,0.0,13.2,11.1,76.0,17.2,7.9,-,-,-,-,-,-,1016.8,1016.1,-,7.78,5766.587398373984,613.2057522123894
2022-04-14,9.32622222222222,16.89333333333333,0.4028014,1.7634722,49.5053253,30.8598557,7,0.7,47,5.7,140,0.0,10.5,9.9,92.0,17.4,3.1,-,-,-,-,-,-,1019.1,1018.4,-,13.98,6553.573770491803,675.3539823008849
2022-04-15,7.963111111111112,12.989333333333333,0.2363475,0.5013194,18.1470509,19.1190643,225,1.7,70,8.2,215,0.0,9.5,9.1,95.0,18.0,5.2,-,-,-,-,-,-,1022.4,1021.7,-,12.54,4279.918032786885,288.0619469026549
2022-04-16,8.631,17.718,0.1895036,3.3760432,17.0602875,17.8635254,315,3.5,313,12.4,208,0.2,17.9,11.6,42.0,25.5,9.5,-,-,-,-,-,-,1008.8,1008.1,-,9.24,4538.7531380753135,215.00904977375566
2022-04-17,9.155333333333333,17.72377777777778,0.1404184,1.1777778,17.1371937,16.1178417,22,1.9,26,8.8,284,0.6,11.1,10.5,92.0,14.4,11.0,-,-,-,-,-,-,1029.1,1028.4,-,4.83,3624.6401673640166,167.8054298642534
2022-04-18,9.049666666666667,16.604111111111113,0.1360426,0.4802778,17.5057545,14.4045324,27,4.0,44,12.9,292,0.0,14.3,10.9,63.0,17.2,10.9,-,-,-,-,-,-,1028.0,1027.3,-,11.29,4429.38085106383,289.46774193548384
2022-04-19,11.549666666666667,24.105333333333334,0.3207943,3.6105556,37.5918694,24.5787048,243,2.5,199,6.2,166,0.0,10.3,9.9,95.0,19.0,6.7,-,-,-,-,-,-,1022.9,1022.2,-,8.88,5335.942553191489,570.6290322580645
2022-04-20,13.573444444444444,26.796444444444447,0.2734042,1.2251389,38.3971939,26.2529488,61,3.4,66,9.3,265,0.0,14.9,13.7,87.0,23.4,8.6,-,-,-,-,-,-,1021.1,1020.4,-,8.08,5553.551020408163,597.1806167400881
2022-04-21,4.2556666666666665,11.409888888888888,0.2566241,1.6714388,38.3872681,23.8983459,7,4.4,349,11.8,280,0.0,23.1,17.4,54.0,27.6,14.7,-,-,-,-,-,-,1005.4,1004.7,-,7.51,5736.755144032922,605.9355555555555
2022-04-22,7.0024444444444445,13.351555555555557,0.1949149,2.019375,16.4577866,19.1625404,227,2.2,193,16.0,222,0.0,12.5,11.8,91.0,15.8,10.4,-,-,-,-,-,-,1007.4,1006.7,-,8.73,5942.485829959514,595.0436681222708
2022-04-23,8.194777777777778,13.237555555555556,0.3767092,0.759375,36.5393524,25.1453953,340,0.6,35,7.7,162,0.0,8.5,8.1,94.0,16.6,2.5,-,-,-,-,-,-,1018.4,1017.7,-,8.33,5020.0140562249,305.8636363636364
2022-04-24,6.699999999999999,10.657555555555556,0.3330355,0.4722917,20.0784893,17.0699997,217,1.5,221,8.2,141,1.8,13.3,11.8,83.0,16.9,6.5,-,-,-,-,-,-,1008.5,1007.8,-,5.67,4219.835341365462,224.67965367965368
2022-04-25,5.0713333333333335,9.130444444444445,0.1696738,0.2322222,21.5973377,14.9879856,92,0.3,171,9.8,146,0.0,9.5,9.3,97.0,19.8,5.1,-,-,-,-,-,-,1013.5,1012.8,-,8.34,4135.039419087137,255.50448430493273
2022-04-26,13.709444444444443,27.871111111111112,0.3016099,0.7281295,42.3510056,25.1547489,24,1.2,82,6.7,149,0.0,10.6,10.3,96.0,16.8,4.7,-,-,-,-,-,-,1014.7,1014.0,-,6.83,5497.035269709543,564.9215246636771
2022-04-27,9.71811111111111,19.31088888888889,0.2727021,1.1294444,33.4112244,20.7384167,256,1.0,187,6.7,115,0.0,11.6,11.1,94.0,17.1,5.9,-,-,-,-,-,-,1025.0,1024.3,-,7.72,5283.552044609665,570.856846473029
2022-04-28,10.941555555555556,23.040000000000003,0.4198148,0.7440972,52.1392059,29.2917461,76,0.5,45,4.6,80,0.0,12.4,11.2,86.0,15.7,9.2,-,-,-,-,-,-,1034.7,1034.0,-,4.67,5481.32384341637,573.699604743083
2022-04-29,11.997,23.248222222222225,0.426773,0.9366667,54.6671219,25.8930931,355,0.4,33,7.7,222,0.0,8.6,8.5,98.0,16.6,4.1,-,-,-,-,-,-,1037.3,1036.5,-,7.10,5616.647766323024,566.7699619771863
2022-04-30,11.777666666666667,19.852999999999998,0.1739362,0.4745139,24.1428776,17.61446,46,3.2,53,9.8,229,0.0,13.7,11.8,79.0,16.5,8.4,-,-,-,-,-,-,1032.2,1031.5,-,7.26,4634.259450171821,272.8688212927757
2022-05-01,9.579666666666666,18.86266666666667,0.2898582,0.6994245,28.1942444,27.5048199,69,1.4,285,7.7,121,0.2,13.4,11.3,76.0,23.9,7.1,-,-,-,-,-,-,1020.0,1019.3,-,6.98,4035.9003436426115,231.74144486692015
2022-05-02,9.156666666666666,20.978333333333335,0.2773121,2.6418056,37.8738861,28.1628056,230,1.8,246,4.6,91,0.0,13.2,12.3,89.0,23.8,12.6,-,-,-,-,-,-,1020.5,1019.8,-,5.15,4925.591065292097,553.9125475285172
2022-05-03,9.344777777777777,19.177666666666667,0.3200142,1.5961111,50.1496391,27.1651802,230,1.7,37,5.7,132,0.0,9.6,9.4,97.0,21.0,8.4,-,-,-,-,-,-,1027.7,1027.0,-,6.09,5006.696864111498,576.7220077220077
2022-05-04,8.726333333333333,12.652555555555555,0.2630425,0.4920455,44.8397141,20.4333096,227,2.2,82,6.7,159,0.0,10.5,10.4,98.0,15.5,9.5,-,-,-,-,-,-,1030.8,1030.1,-,3.63,5452.420454545455,577.2444852941177
2022-05-05,10.32988888888889,15.608555555555556,0.3398227,0.2274306,49.8957558,20.7333088,352,1.5,70,4.6,117,0.2,13.5,13.0,94.0,18.7,10.4,-,-,-,-,-,-,1027.6,1026.9,-,5.06,5686.508389261745,567.9217557251908
2022-05-06,13.592222222222222,25.046666666666667,0.364922,2.5652518,52.6649628,24.8841724,232,2.1,63,6.2,188,0.0,10.2,10.0,97.0,20.8,6.4,-,-,-,-,-,-,1029.2,1028.5,-,6.24,6089.978873239436,565.824
2022-05-07,13.538111111111112,20.800333333333334,0.3413972,0.6138194,43.2048912,21.1517258,58,1.7,42,5.7,133,0.0,13.4,12.3,87.0,18.7,10.2,-,-,-,-,-,-,1026.5,1025.8,-,6.67,5021.307692307692,263.96031746031747
2022-05-08,11.519555555555556,19.931,0.4131277,0.4480556,36.8868332,31.0089207,61,1.4,314,7.7,162,3.6,12.9,10.9,77.0,19.7,8.1,-,-,-,-,-,-,1015.7,1015.0,-,1.16,4386.218085106383,200.04637096774192
2022-05-09,5.799,10.336555555555556,0.1272908,0.45,16.0120144,18.9795685,221,2.5,271,9.3,213,2.8,14.0,13.7,96.0,17.6,12.4,-,-,-,-,-,-,1014.4,1013.7,-,4.48,5425.579710144928,546.3388429752066
2022-05-10,6.362444444444445,11.032555555555556,0.1490425,0.2988889,16.4508629,18.8472652,212,2.3,191,10.3,153,0.4,11.2,10.3,89.0,13.8,8.7,-,-,-,-,-,-,1026.4,1025.7,-,5.04,5565.310714285714,554.8319672131148
2022-05-11,11.687555555555555,18.149444444444445,0.4517518,0.706259,51.0174103,30.4223747,262,0.9,52,4.6,93,0.0,9.5,8.6,88.0,15.1,8.2,-,-,-,-,-,-,1033.8,1033.1,-,5.36,5634.523529411765,578.9801762114538
2022-05-12,15.982555555555555,23.135666666666665,0.5851064,0.5236111,68.170578,31.4246044,231,1.5,16,4.6,113,0.0,6.4,6.2,97.0,16.4,0.9,-,-,-,-,-,-,1034.1,1033.3,-,5.64,5558.2699619771865,563.8454935622318
2022-05-13,19.88888888888889,29.039888888888886,0.5694965,2.2497917,59.2579155,27.6108627,13,0.9,62,7.7,133,0.0,6.8,6.5,96.0,15.1,2.0,-,-,-,-,-,-,1028.9,1028.1,-,4.86,5745.149446494465,548.1820083682009
2022-05-14,12.556222222222223,17.53822222222222,0.4728227,0.6771528,43.0269051,27.215971,50,1.5,-,-,-,2.1,10.9,9.7,85.0,16.3,6.3,-,-,-,-,-,-,1014.5,1013.8,-,-,4479.03962264151,232.8175965665236
2022-05-15,7.6080000000000005,12.216777777777779,0.1701277,0.2158333,23.7261868,19.3776264,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3653.8445692883897,180.95106382978724
2022-05-16,9.03288888888889,13.000222222222222,0.2235319,0.4569784,39.2823029,24.3912945,-,-,-,-,-,0.2,-,-,-,14.0,-,-,-,-,-,-,-,-,-,-,-,4937.343866171003,488.86708860759495
2022-05-17,10.418444444444443,16.36866666666667,0.2233191,0.4963889,35.2099266,18.3906479,60,1.4,200,10.8,201,0.2,9.9,9.7,97.0,15.7,7.3,-,-,-,-,-,-,1005.6,1004.9,-,4.18,5135.549450549451,544.2448132780083
2022-05-18,13.401111111111112,22.444666666666663,0.3782199,1.0277778,52.735466,31.5830212,42,2.0,50,7.2,189,0.2,12.1,11.5,92.0,17.9,7.3,-,-,-,-,-,-,1011.9,1011.2,-,4.75,5275.450184501845,558.5726141078839
2022-05-19,4.509333333333334,10.019666666666668,0.2162721,0.5067361,32.2965889,25.6799202,290,3.2,351,10.8,202,2.6,13.8,11.2,71.0,18.1,8.2,-,-,-,-,-,-,1000.5,999.8,-,2.67,5328.337545126354,576.0870445344129
2022-05-20,6.139125,10.69225,0.2294823,0.4486806,27.2056828,26.5031662,225,1.3,198,12.9,190,2.6,7.6,7.1,92.0,10.8,6.7,-,-,-,-,-,-,996.9,996.2,-,2.63,5863.6642599277975,548.408906882591
2022-05-21,9.128111111111112,13.05811111111111,0.311461,0.6722107,33.1587753,25.6633816,225,0.5,263,7.7,161,0.0,4.6,3.7,86.0,16.4,-0.6,-,-,-,-,-,-,1002.9,1002.2,-,4.68,4877.2382671480145,257.4251012145749
2022-05-22,13.759555555555556,23.357,0.2494894,0.6234375,23.6971951,20.4471226,336,0.7,197,9.8,155,0.0,4.3,4.0,95.0,13.7,1.1,-,-,-,-,-,-,1003.7,1003.0,-,4.77,4186.623655913979,221.10441767068272
2022-05-23,10.881222222222222,18.413555555555558,0.3864326,1.4685133000000001,60.0189934,28.2648926,319,0.7,83,6.2,100,0.0,5.2,5.0,96.0,14.4,0.9,-,-,-,-,-,-,1015.7,1015.0,-,4.57,5118.291519434629,551.4525691699605
2022-05-24,22.26211111111111,34.03966666666667,0.9219007,1.77879385,96.2562561,28.5519428,16,1.1,74,3.6,73,0.0,4.4,4.2,97.0,14.9,-0.1,-,-,-,-,-,-,1018.8,1018.0,-,4.52,5162.374545454545,561.8408163265306
2022-05-25,15.435444444444443,28.55944444444444,0.5775532,2.29722215,72.129715,26.3250351,250,0.7,180,11.8,221,0.2,4.5,4.2,95.0,15.9,0.5,-,-,-,-,-,-,1014.9,1014.2,-,4.47,5236.944043321299,565.9898785425102
2022-05-26,14.950555555555557,22.970555555555553,0.2513759,0.7432844,30.2196407,27.2476254,234,1.3,200,7.2,122,0.0,6.6,5.9,90.0,11.2,4.5,-,-,-,-,-,-,1027.8,1027.0,-,3.31,5279.3104693140795,563.4534412955466
2022-05-27,18.519111111111112,28.20411111111111,0.5434752,1.82159725,59.1151085,29.2802887,12,0.5,52,6.7,147,0.0,2.6,2.4,96.0,12.6,-1.1,-,-,-,-,-,-,1030.2,1029.4,-,4.14,5924.395306859205,575.6336032388664
2022-05-28,24.618333333333332,31.36688888888889,0.6824185,0.9907986,63.2861137,24.5235252,6,0.8,43,4.6,82,0.0,3.8,3.5,95.0,14.2,1.2,-,-,-,-,-,-,1024.9,1024.1,-,4.23,4956.450184501845,268.61538461538464
2022-05-29,25.19911111111111,28.817,0.8675035,0.7401736,56.8124466,20.0190639,104,0.5,23,4.6,109,2.6,2.8,2.7,98.0,14.8,0.2,-,-,-,-,-,-,1023.7,1022.9,-,4.00,4210.028070175438,219.25098039215686
2022-05-30,17.503444444444444,24.724666666666664,0.3879504,0.73711805,40.5917282,19.9317989,14,2.1,55,10.3,283,2.8,8.7,8.4,96.0,14.6,2.9,-,-,-,-,-,-,1009.9,1009.2,-,2.10,4902.322807017544,517.643137254902
2022-05-31,10.903333333333334,24.419555555555554,0.3123404,1.7762978999999999,53.0117264,31.8565464,44,2.0,309,9.8,239,0.6,14.2,11.8,73.0,21.4,8.6,-,-,-,-,-,-,995.8,995.1,-,2.68,5140.9198606271775,565.7665369649806
2022-06-01,5.623333333333333,12.969555555555555,0.2495532,1.1449625,39.4394951,25.561367,42,3.2,347,12.9,257,2.0,14.1,12.0,77.0,16.9,12.2,-,-,-,-,-,-,984.8,984.1,-,3.17,5261.712280701754,546.7529411764706
2022-06-02,9.767,20.86622222222222,0.3849007,1.35312505,57.6315842,31.7798557,35,1.3,222,7.2,241,5.6,13.3,9.7,60.0,16.7,11.1,-,-,-,-,-,-,989.3,988.6,-,2.98,5446.30701754386,554.0019607843137
2022-06-03,8.39011111111111,12.629,0.1943901,0.65975695,18.3126621,19.5552521,226,3.3,184,11.8,202,0.0,9.8,8.1,78.0,13.1,9.5,-,-,-,-,-,-,1001.7,1001.0,-,3.27,5864.955830388692,539.9666666666667
2022-06-04,12.204666666666666,16.916555555555554,0.4334255,0.4379514,45.3805771,22.7338123,293,0.4,71,7.7,257,0.0,2.7,2.5,96.0,12.6,-0.4,-,-,-,-,-,-,1018.5,1017.7,-,3.98,4633.816254416961,225.7058823529412
2022-06-05,16.26233333333333,22.65211111111111,0.1715532,0.32597395,21.1024456,13.6798563,51,3.7,50,9.8,262,0.6,10.2,8.8,82.0,13.2,2.8,-,-,-,-,-,-,1016.0,1015.3,-,2.96,3895.6837455830387,166.3
2022-06-06,16.81888888888889,21.64311111111111,0.2135887,0.7175694499999999,20.0491371,19.7805042,244,2.3,94,8.2,169,0.2,10.9,10.0,89.0,16.6,10.2,-,-,-,-,-,-,1013.3,1012.6,-,3.69,4084.4163701067614,238.53359683794466
2022-06-07,10.65311111111111,19.88811111111111,0.2973262,1.1528472,41.4621582,28.6436691,70,2.6,84,7.7,205,0.0,13.1,10.4,69.0,15.8,6.2,-,-,-,-,-,-,1004.3,1003.6,-,2.08,5295.859861591695,521.5919540229885
2022-06-08,9.604000000000001,16.983444444444444,0.4410071,1.0279861000000001,65.5125885,38.6986313,32,1.7,3,7.2,152,0.2,10.1,7.8,71.0,16.3,8.4,-,-,-,-,-,-,1000.8,1000.1,-,3.42,5294.882352941177,533.0383141762452
2022-06-09,9.83088888888889,14.702444444444446,0.4095319,1.07615205,48.7575531,35.0188484,87,1.2,324,9.8,186,0.0,9.4,7.4,74.0,13.4,8.0,-,-,-,-,-,-,990.3,989.6,-,2.18,5326.814035087719,531.5992217898832
2022-06-10,4.598111111111112,8.870666666666667,0.3249716,1.28827115,42.7133827,27.6656113,14,0.8,354,12.9,271,1.4,6.2,5.6,90.0,14.5,5.1,-,-,-,-,-,-,984.5,983.8,-,4.09,5559.225806451613,515.5960784313726
2022-06-11,7.652111111111111,9.781555555555556,0.2622695,0.65156245,21.5513668,22.5482731,58,1.6,323,14.9,248,0.0,6.8,5.1,75.0,12.6,4.6,-,-,-,-,-,-,984.9,984.2,-,3.81,4534.359430604982,217.47470817120623
2022-06-12,6.828666666666667,8.80311111111111,0.2650355,0.6056250000000001,21.3099995,19.7113667,33,4.5,343,16.0,314,3.4,12.0,7.7,50.0,13.1,1.5,-,-,-,-,-,-,984.8,984.1,-,1.81,3583.485765124555,168.69066147859922
2022-06-13,4.615444444444445,6.869666666666666,0.1695674,0.8228125,15.9242449,20.0001431,347,4.6,248,13.4,218,0.0,6.7,5.2,78.0,11.1,4.5,-,-,-,-,-,-,972.9,972.2,-,2.62,5011.745644599303,477.25291828793775
2022-06-14,17.443444444444445,25.893444444444444,0.662922,0.7445833,60.3561859,30.8151073,352,0.7,198,10.8,121,0.2,3.0,2.7,95.0,17.6,0.5,-,-,-,-,-,-,992.2,991.5,-,3.60,5250.564912280702,513.1764705882352
2022-06-15,23.92833333333333,37.58177777777777,1.0508581,1.7658993,90.4792099,37.4672661,202,1.0,248,6.2,131,0.0,1.5,1.4,97.0,14.6,-1.1,-,-,-,-,-,-,1003.1,1002.4,-,3.88,5388.779151943463,527.3102766798419
2022-06-16,17.640666666666668,30.553444444444445,0.6011135,0.9747917,56.5281296,36.8089943,19,1.5,171,8.2,159,0.0,6.3,5.9,94.0,14.7,1.3,-,-,-,-,-,-,1009.4,1008.7,-,2.87,5460.809187279152,532.1422924901186
2022-06-17,8.528222222222222,16.130666666666666,0.3435745,0.9410417,47.9007187,37.3775558,234,1.0,213,7.7,178,0.0,6.9,6.0,86.0,10.0,6.2,-,-,-,-,-,-,1023.7,1023.0,-,2.68,5669.372759856631,503.37751004016064
2022-06-18,14.035444444444444,18.142555555555557,0.3547447,0.5546528,25.5929489,19.7261868,236,3.1,216,7.2,134,0.0,5.0,4.6,94.0,9.1,4.3,-,-,-,-,-,-,1022.5,1021.7,-,2.26,4573.381720430108,211.13453815261045
2022-06-19,8.657888888888888,10.569666666666668,0.3646028,0.3543056,17.1746044,15.23036,279,0.7,219,10.8,243,2.6,1.5,1.4,98.0,9.7,-1.2,-,-,-,-,-,-,1021.0,1020.2,-,2.92,3767.956989247312,167.2690763052209
2022-06-20,8.35211111111111,12.329555555555554,0.2011773,1.4409353,18.4603596,24.6707191,232,1.5,182,8.2,188,0.4,5.4,5.2,96.0,9.9,1.5,-,-,-,-,-,-,1029.9,1029.1,-,3.11,4898.717948717948,486.4567901234568
2022-06-21,16.19811111111111,23.221666666666668,0.3096861,0.8113889,32.738533,27.499052,217,1.9,221,8.8,126,0.0,5.3,4.5,87.0,10.2,4.3,-,-,-,-,-,-,1030.5,1029.7,-,3.86,5185.516483516483,514.687242798354
2022-06-22,26.487111111111112,38.17066666666667,0.7457376,1.5045139,74.0685577,30.9271221,11,0.7,66,4.6,114,0.0,-1.0,-1.0,98.0,9.6,-3.2,-,-,-,-,-,-,1029.0,1028.2,-,3.76,5372.981684981685,525.880658436214
2022-06-23,26.273666666666667,36.97255555555555,0.6723971,0.8782639,68.8236694,27.6485615,357,0.8,59,8.8,167,0.0,-0.1,-0.2,97.0,10.7,-1.9,-,-,-,-,-,-,1028.4,1027.6,-,4.07,5884.745487364621,522.0303643724696
2022-06-24,31.99822222222222,39.99133333333333,0.5881135,1.2561806,51.6590652,27.3945332,302,0.5,44,6.7,177,0.0,-0.6,-0.7,97.0,12.5,-1.3,-,-,-,-,-,-,1021.6,1020.8,-,2.78,4205.395017793594,217.61943319838056
2022-06-25,16.896666666666665,25.775111111111112,0.3940496,1.0798561,41.8560448,29.7592087,71,1.6,350,6.7,188,0.0,11.0,8.3,67.0,17.7,-0.7,-,-,-,-,-,-,1012.9,1012.2,-,3.61,4285.062277580071,180.4919028340081
2022-06-26,20.927888888888887,25.201333333333334,0.3419787,0.5022917,28.2114391,22.3323746,234,1.8,225,5.7,118,0.2,6.1,5.6,92.0,15.0,5.3,-,-,-,-,-,-,1018.6,1017.9,-,3.66,4194.211743772242,200.4068825910931
2022-06-27,15.706888888888889,24.534666666666666,0.4363333,0.6490278,52.1852531,26.0432377,37,1.4,231,9.3,225,8.0,4.5,4.4,98.0,11.9,1.2,-,-,-,-,-,-,1016.0,1015.3,-,2.54,5045.998220640569,496.52834008097165
2022-06-28,13.864444444444445,17.632555555555555,0.2268369,0.4422917,23.7149639,24.6316547,228,3.0,202,7.2,138,1.0,6.6,6.3,95.0,7.7,4.5,-,-,-,-,-,-,1022.4,1021.7,-,1.27,4912.9010989010985,470.3849372384937
2022-06-29,21.871111111111112,30.30611111111111,0.6620497,0.5747917,72.5994949,28.5571232,264,1.0,49,4.6,103,0.0,2.1,1.9,97.0,9.1,2.0,-,-,-,-,-,-,1012.2,1011.4,-,3.69,5166.168498168498,495.2928870292887
2022-06-30,19.779444444444444,31.429777777777776,0.9076241,1.5043885,87.8320847,27.2892094,27,1.5,146,12.9,179,1.2,2.2,2.1,98.0,11.5,-1.7,-,-,-,-,-,-,1007.7,1007.0,-,3.54,5238.442652329749,511.95714285714286
2022-07-01,16.483777777777778,22.562333333333335,0.7889131,0.8114583,93.5889206,34.0786324,287,0.2,204,9.3,91,0.0,0.4,0.2,96.0,9.6,-1.2,-,-,-,-,-,-,1014.1,1013.3,-,3.83,5419.789830508475,476.715953307393
2022-07-02,16.922,22.823111111111114,0.579087,0.7095139,46.1837425,29.0724468,341,0.7,35,7.7,132,0.0,0.8,0.6,96.0,11.7,-1.3,-,-,-,-,-,-,1020.6,1019.8,-,3.82,4391.779935275081,199.49812734082397
2022-07-03,29.29933333333333,33.74088888888889,1.0032173,0.5579861,51.4315109,27.5137405,329,0.5,242,5.1,108,0.0,0.5,0.4,98.0,14.7,-1.7,-,-,-,-,-,-,1018.8,1018.0,-,3.68,3726.6618122977347,162.01685393258427
2022-07-04,21.314666666666668,31.93877777777778,0.5151305,0.5372222,52.5653954,30.8349648,64,1.4,94,9.8,180,0.0,4.0,3.8,96.0,11.8,0.1,-,-,-,-,-,-,1026.8,1026.0,-,3.84,4775.229773462783,475.4157303370786
2022-07-05,34.41866666666667,48.68411111111111,1.3255652,0.8806475,135.6384888,38.8833809,64,2.1,85,4.6,111,0.0,7.3,7.0,96.0,11.6,1.4,-,-,-,-,-,-,1016.9,1016.2,-,2.35,4907.393890675241,504.47026022304834
2022-07-06,26.055,43.27288888888889,0.6426522,0.9115972,75.5565491,42.5568352,328,0.4,179,8.8,122,0.0,5.7,5.2,92.0,12.6,0.3,-,-,-,-,-,-,1023.6,1022.8,-,3.60,5050.220064724919,501.7228464419476
2022-07-07,23.669666666666664,38.56066666666666,0.4137391,0.5809028,54.1309357,32.3835983,257,1.1,90,8.2,234,13.2,3.1,2.8,95.0,10.7,0.6,-,-,-,-,-,-,1027.3,1026.5,-,2.78,5113.794498381877,502.7322097378277
2022-07-08,12.603333333333333,18.479444444444443,0.2754348,0.2505556,36.6056824,20.5161152,30,5.2,29,11.3,210,5.2,9.8,9.4,95.0,11.1,3.1,-,-,-,-,-,-,1005.3,1004.6,-,1.45,5349.202090592335,472.52191235059763
2022-07-09,9.716222222222221,13.164888888888889,0.1903478,0.1386111,13.9339571,12.0474825,275,1.0,220,12.9,272,7.4,8.3,7.9,94.0,9.9,7.3,-,-,-,-,-,-,988.0,987.3,-,1.26,4113.783050847458,194.24124513618676
2022-07-10,19.93477777777778,28.80177777777778,0.3206087,0.613741,18.5770512,20.4197121,247,0.6,231,5.7,97,0.2,3.1,2.6,91.0,9.3,2.5,-,-,-,-,-,-,1024.9,1024.1,-,3.15,3945.4627118644066,159.6945525291829
2022-07-11,20.220444444444443,30.589111111111112,0.628087,0.6732639,67.7410049,33.7947464,233,0.9,82,5.7,198,16.6,1.3,1.2,97.0,8.7,-2.3,-,-,-,-,-,-,1032.4,1031.6,-,2.73,5025.2009966777405,475.8281853281853
2022-07-12,4.820333333333334,8.803777777777778,0.0874348,0.2176389,13.2526617,15.3602161,84,4.2,63,12.4,355,40.6,8.6,8.1,93.0,10.7,1.3,-,-,-,-,-,-,1013.6,1012.9,-,0.32,4576.419795221843,393.9209486166008
2022-07-13,8.57311111111111,14.942888888888888,0.2169565,0.8296528,24.1010799,27.2524452,212,2.1,220,9.3,194,0.4,8.7,6.6,72.0,15.4,6.7,-,-,-,-,-,-,992.8,992.1,-,4.66,5243.830508474576,464.1372549019608
2022-07-14,12.50211111111111,19.021444444444445,0.3655652,1.3014583,34.0707207,29.3622303,224,1.9,190,10.3,167,1.2,7.1,5.2,72.0,11.7,3.5,-,-,-,-,-,-,1005.4,1004.7,-,4.11,5525.876344086021,489.6769547325103
2022-07-15,10.493222222222222,14.316444444444446,0.2953478,0.7061871,25.649065,28.2326622,212,1.1,255,8.2,183,0.2,4.3,4.1,97.0,9.6,2.2,-,-,-,-,-,-,1005.9,1005.2,-,4.07,5836.5641025641025,487.1784232365145
2022-07-16,20.900444444444442,24.336222222222222,0.6325652,0.324375,44.1841011,33.9786339,242,1.8,226,5.7,118,0.0,1.9,1.4,90.0,9.6,-1.4,-,-,-,-,-,-,1013.2,1012.4,-,4.28,4646.465870307167,215.94313725490196
2022-07-17,25.484555555555556,31.045333333333335,0.8287826,0.3230556,48.9033813,34.825901,360,1.4,76,4.6,158,0.0,0.1,-0.3,93.0,15.3,-2.8,-,-,-,-,-,-,1021.0,1020.2,-,2.68,3995.0353535353534,171.19260700389106
2022-07-18,3.0394444444444444,7.821444444444444,0.2093913,0.623125,20.7915115,24.5575542,355,3.0,293,17.0,330,0.0,15.2,9.0,38.0,20.1,0.2,-,-,-,-,-,-,1012.8,1012.1,-,3.87,5062.577441077441,444.4727626459144
2022-07-19,4.638222222222222,7.726666666666666,0.1646957,0.6052778,18.5421581,19.4996395,126,1.8,284,13.4,280,0.2,15.1,9.8,46.0,15.9,9.8,-,-,-,-,-,-,1009.6,1008.9,-,2.92,5158.159322033898,475.41634241245134
2022-07-20,3.0044444444444443,3.870333333333333,0.1313044,0.4336691,15.3158274,18.7347488,221,1.4,217,13.4,451,42.4,6.4,6.1,96.0,8.6,5.7,-,-,-,-,-,-,1018.7,1018.0,-,1.94,5255.755932203389,480.6887159533074
2022-07-21,4.513111111111112,7.229333333333334,0.1051739,0.6934722,7.6969066,13.7615108,211,7.5,183,18.0,278,8.6,5.0,4.5,92.0,7.0,4.9,-,-,-,-,-,-,1017.6,1016.9,-,2.02,5030.2972508591065,404.37351778656125
2022-07-22,8.601111111111111,12.95,0.4122609,0.8734722,35.3076248,29.4510078,6,0.2,179,7.2,117,0.2,4.7,4.3,94.0,10.2,3.5,-,-,-,-,-,-,1032.7,1031.9,-,4.25,5623.348684210527,436.5769230769231
