Date,PM2.5,PM10,Average CO (mg/m3),Average SO2 (ug/m3),NO (ug/m3),NO2 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2020-08-04,24.138666666666666,38.498222222222225,0.598487575,2.6010591333333335,114.7291336,37.0169563,25,1.0,65,4.1,94,0.0,5.3,5.2,99.0,15.9,3.3,-,-,-,-,-,-,1014.0,1013.3,-,4.72,5559.111464968153,495.9351145038168
2020-08-05,13.909888888888888,22.685111111111112,0.4082158,1.9298106,49.539566,27.7382603,228,2.9,193,9.8,295,0.0,7.2,5.4,74.0,11.3,3.1,-,-,-,-,-,-,1019.3,1018.6,-,5.03,5634.704968944099,510.5451127819549
2020-08-06,11.539222222222222,19.529777777777777,0.2289156,1.3228807999999999,41.8800011,27.9026089,58,4.2,74,8.8,197,0.0,8.7,7.9,89.0,13.0,6.9,-,-,-,-,-,-,1016.3,1015.6,-,4.19,6346.428961748634,593.9967741935484
2020-08-07,10.292555555555555,20.270111111111113,0.2746363,2.5625957666666666,45.6782608,28.3773918,203,1.2,229,7.7,285,0.4,7.4,6.7,90.0,15.9,4.4,-,-,-,-,-,-,1002.9,1002.2,-,6.93,6625.602702702703,584.9713375796179
2020-08-08,11.827,17.417777777777776,0.23348025,1.3533562666666665,29.4052181,23.1286964,216,3.1,183,11.8,145,0.0,7.8,5.9,73.0,12.2,6.5,-,-,-,-,-,-,1011.1,1010.4,-,4.93,5260.454054054054,213.0955414012739
2020-08-09,20.470777777777776,25.505666666666666,0.3899068,1.9389690333333334,55.5169563,35.3465233,8,1.2,54,4.1,93,0.0,3.4,3.1,94.0,17.8,-1.0,-,-,-,-,-,-,1006.4,1005.7,-,7.24,4776.262162162162,183.34713375796179
2020-08-10,21.886777777777777,32.73833333333333,0.45945757499999995,2.7084768666666665,100.493042,51.598259,316,0.5,48,5.7,97,0.0,6.3,5.1,82.0,19.6,0.4,-,-,-,-,-,-,1008.2,1007.5,-,7.62,5924.302702702703,557.1974522292994
2020-08-11,17.29588888888889,29.180555555555557,0.47852577500000004,2.9007786333333336,64.1530457,38.848259,274,0.5,75,10.3,229,0.0,5.9,4.6,80.0,13.1,0.0,-,-,-,-,-,-,1010.4,1009.7,-,7.69,6074.394594594594,574.3057324840764
2020-08-12,9.205888888888888,18.566333333333333,0.209595425,1.7844309333333335,50.5269547,31.9765224,245,1.1,224,8.2,168,0.0,5.3,5.2,99.0,12.4,3.8,-,-,-,-,-,-,1012.1,1011.4,-,6.66,6040.050802139038,566.5314465408806
2020-08-13,10.601444444444445,23.604666666666667,0.23166595,2.39227,31.6234779,27.9847832,309,1.1,183,8.8,152,0.0,6.0,5.4,90.0,14.0,3.1,-,-,-,-,-,-,1014.0,1013.3,-,8.20,5381.2760736196315,505.8045112781955
2020-08-14,10.226888888888888,18.66711111111111,0.247777925,1.4071524666666668,58.2130432,42.1965218,330,0.6,66,5.1,118,0.0,6.3,5.1,82.0,10.2,5.1,-,-,-,-,-,-,1027.8,1027.0,-,7.05,5935.990566037736,523.4022556390977
2020-08-15,19.047666666666668,25.939666666666668,0.42691945,1.5511562,37.5521736,30.9534779,252,0.7,189,6.2,112,0.0,2.6,2.4,96.0,13.4,-1.2,-,-,-,-,-,-,1028.9,1028.1,-,9.03,4628.159509202454,234.91240875912408
2020-08-16,15.403666666666668,21.115333333333336,0.32191990000000004,1.3931232,27.8226089,29.4621735,225,1.3,249,5.1,114,0.0,4.6,4.4,96.0,14.4,-1.0,-,-,-,-,-,-,1032.9,1032.1,-,9.64,4172.006060606061,202.73381294964028
2020-08-17,14.592333333333332,23.01877777777778,0.2919674,1.9464426666666668,58.2326088,34.2160873,230,1.1,31,6.7,186,0.0,3.2,3.0,96.0,11.7,-2.0,-,-,-,-,-,-,1031.4,1030.6,-,9.33,5323.4503105590065,513.2111111111111
2020-08-18,12.937555555555555,25.394555555555556,0.24752407499999998,2.1758309666666666,38.9395638,24.7547817,35,3.0,54,12.4,348,0.0,8.9,6.8,72.0,12.1,3.2,-,-,-,-,-,-,1024.0,1023.3,-,7.30,5492.310559006211,511.15555555555557
2020-08-19,14.973999999999998,36.38677777777778,0.28432630000000003,3.0143994000000003,40.1243477,25.6904354,39,3.8,18,10.3,261,0.0,11.3,9.5,78.0,14.0,8.1,-,-,-,-,-,-,1000.1,999.4,-,3.09,5651.355345911949,498.0851851851852
2020-08-20,9.370777777777779,20.168222222222223,0.20726630000000001,1.5091912666666667,41.7378273,27.6491299,240,2.2,110,7.2,193,0.0,10.0,9.7,96.0,18.3,6.4,-,-,-,-,-,-,990.7,990.0,-,9.02,5701.497005988024,492.64827586206894
2020-08-21,6.682111111111111,11.443333333333333,0.1513644,1.2965246,21.4334774,22.0930443,230,3.0,236,8.2,220,1.8,7.6,7.5,98.0,11.1,6.4,-,-,-,-,-,-,985.6,984.9,-,2.36,5963.326086956522,481.3345323741007
2020-08-22,5.6209999999999996,9.241999999999999,0.127528675,0.9864650999999999,29.7456512,25.3391304,238,0.9,34,7.7,233,0.6,7.7,7.4,96.0,13.8,7.0,-,-,-,-,-,-,1005.7,1005.0,-,8.50,4870.822981366459,222.20503597122303
2020-08-23,6.848111111111112,13.023,0.102946025,0.7981881333333334,23.4086952,19.2856522,94,1.8,64,8.2,231,1.4,10.2,10.0,97.0,13.7,7.6,-,-,-,-,-,-,1010.2,1009.5,-,4.78,4075.5408805031448,175.61313868613138
2020-08-24,6.395666666666667,12.314555555555556,0.109901,1.2578917,25.7130432,22.6269569,279,1.4,223,9.3,196,0.2,11.0,10.8,97.0,16.2,10.2,-,-,-,-,-,-,991.9,991.2,-,6.89,5346.149068322981,469.36690647482015
2020-08-25,5.954777777777778,12.005666666666666,0.110682325,1.5068449333333334,23.2660599,17.9317417,227,1.2,208,15.4,327,0.6,10.9,10.0,89.0,13.6,7.0,-,-,-,-,-,-,998.0,997.3,-,7.60,5491.782608695652,485.45323741007195
2020-08-26,8.342777777777776,14.150333333333334,0.160150775,2.0132446,44.5385628,36.9233093,230,1.1,76,5.7,153,0.0,6.7,3.7,57.0,14.5,1.0,-,-,-,-,-,-,1008.9,1008.2,-,13.29,5918.918128654971,492.5586206896552
2020-08-27,10.690222222222223,18.528222222222222,0.1870919,2.0226051666666667,29.4004326,31.5298557,257,2.1,233,10.3,183,0.6,9.3,7.5,76.0,13.1,4.2,-,-,-,-,-,-,1008.4,1007.7,-,9.07,6140.293548387097,501.5444444444444
2020-08-28,9.701777777777778,19.168333333333333,0.26641305,2.348922,61.5926628,39.492878,45,1.9,22,5.7,148,0.0,10.2,7.8,70.0,15.5,3.2,-,-,-,-,-,-,1012.4,1011.7,-,11.68,6513.522012578616,503.0647482014389
2020-08-29,5.690888888888889,15.115444444444442,0.15122995,1.6042217333333333,29.4987049,28.5170498,246,1.2,270,10.8,219,0.0,12.3,8.6,57.0,18.1,3.9,-,-,-,-,-,-,1011.0,1010.3,-,12.81,5282.512578616353,235.09712230215828
2020-08-30,6.819444444444445,14.194,0.1348136,1.264478966666667,15.1271219,18.6458282,76,1.3,295,12.9,188,0.0,15.4,9.3,39.0,23.6,5.3,-,-,-,-,-,-,1010.4,1009.7,-,13.79,4750.864779874214,197.99640287769785
2020-08-31,7.078444444444445,22.510222222222225,0.1809253,1.7617102666666664,54.7654686,33.3070488,347,0.6,310,13.4,321,1.8,10.8,7.8,63.0,22.5,3.4,-,-,-,-,-,-,1007.0,1006.3,-,8.81,5860.996815286624,486.2445255474453
2020-09-01,6.148555555555556,14.444888888888888,0.12736077499999998,1.3483202333333333,21.4279137,22.338274,236,5.3,184,14.9,205,3.4,4.0,3.5,91.0,7.9,3.9,-,-,-,-,-,-,1006.6,1005.9,-,4.00,5761.429936305733,454.2007299270073
2020-09-02,12.018777777777778,19.102999999999998,0.252754225,1.3740614666666666,53.2165451,35.3072662,237,2.5,162,6.2,107,0.0,6.9,5.3,77.0,12.3,2.7,-,-,-,-,-,-,1019.4,1018.7,-,9.11,5761.767973856209,506.2251908396947
2020-09-03,8.88811111111111,14.986333333333334,0.324214775,2.086375633333333,64.511795,37.3389206,268,1.2,36,6.2,189,0.0,6.4,4.5,72.0,15.4,-2.5,-,-,-,-,-,-,1026.4,1025.6,-,14.69,5930.783870967742,517.2218045112782
2020-09-04,11.095,23.06533333333333,0.2638965,2.1976444666666666,61.5634537,38.2941742,76,3.1,44,6.2,144,0.0,10.6,8.5,74.0,18.2,3.3,-,-,-,-,-,-,1019.2,1018.5,-,13.40,5878.860946745562,495.12068965517244
2020-09-05,7.924555555555555,15.559555555555555,0.2396023,2.5900054333333333,47.2051086,36.0469055,35,1.0,56,6.2,174,0.4,10.0,7.5,68.0,18.0,6.5,-,-,-,-,-,-,1013.9,1013.2,-,8.51,4713.355029585799,237.98620689655172
2020-09-06,8.585888888888888,15.034888888888888,0.1618029,2.771924633333333,21.1109352,20.3256111,270,0.8,190,10.3,173,0.8,12.2,11.1,87.0,19.2,10.0,-,-,-,-,-,-,1009.4,1008.7,-,8.68,4178.218934911242,183.18620689655174
2020-09-07,7.600444444444444,16.710444444444445,0.144482725,1.3970503666666667,29.9892082,26.7950363,215,1.8,200,7.2,208,0.0,10.3,7.8,69.0,15.5,4.0,-,-,-,-,-,-,1031.0,1030.3,-,14.43,5164.1,461.43835616438355
2020-09-08,10.688444444444444,22.90722222222222,0.19267185,2.4442783666666665,36.7715836,26.5166187,66,3.6,58,8.8,203,0.0,10.6,8.6,75.0,14.2,7.0,-,-,-,-,-,-,1031.6,1030.9,-,15.76,5302.744117647058,476.19520547945206
2020-09-09,8.835888888888888,22.67011111111111,0.30827072499999997,3.758651633333333,44.4758987,33.1846046,346,0.8,260,9.3,180,5.4,10.0,9.7,96.0,24.8,3.1,-,-,-,-,-,-,1014.2,1013.5,-,14.84,5427.155882352941,491.10616438356163
2020-09-10,6.4083749999999995,11.931125,0.1430407,1.837612833333333,22.3804321,27.7146034,221,2.0,215,7.7,216,9.2,8.7,8.2,93.0,11.7,8.2,-,-,-,-,-,-,1012.3,1011.6,-,6.28,5329.050595238095,462.62152777777777
2020-09-11,7.6765,13.118375,0.172429775,1.3839808333333332,28.3265476,25.1097851,215,3.9,178,11.3,201,1.6,9.1,6.7,68.0,11.8,4.0,-,-,-,-,-,-,1024.9,1024.2,-,13.12,6047.240740740741,494.60714285714283
2020-09-12,12.564444444444444,18.813666666666666,0.264268025,1.8662557333333334,36.931366,32.1264763,34,2.1,47,8.2,180,0.0,8.0,5.4,64.0,12.6,-0.4,-,-,-,-,-,-,1027.4,1026.7,-,16.15,4872.462962962963,256.19117647058823
2020-09-13,10.039444444444445,15.538777777777776,0.319463925,2.1851188,41.444603,34.6122284,304,0.8,308,6.7,105,0.0,8.5,7.6,88.0,18.4,2.9,-,-,-,-,-,-,1019.8,1019.1,-,5.56,4212.554878048781,202.05882352941177
2020-09-14,4.068666666666667,13.948444444444444,0.173185625,2.4779365666666666,43.1252518,34.3690643,16,2.1,311,15.4,319,0.0,17.5,12.0,48.0,22.6,4.6,-,-,-,-,-,-,1010.7,1010.0,-,14.51,5310.416149068323,491.406015037594
2020-09-15,3.4120000000000004,13.34,0.09853685,1.750193,15.162158,18.8146763,298,6.0,298,17.0,269,0.0,12.8,7.8,44.0,15.5,10.0,-,-,-,-,-,-,1000.4,999.7,-,15.27,5381.689440993789,500.38345864661653
2020-09-16,3.956444444444445,15.770999999999999,0.142067225,1.5974725666666665,36.8349648,30.66259,37,1.6,272,16.5,336,0.0,10.9,5.9,40.0,19.3,0.1,-,-,-,-,-,-,1011.5,1010.8,-,17.57,5585.015337423313,504.04814814814813
2020-09-17,3.388,18.756444444444444,0.0854724,2.0414741666666667,13.6364031,17.2635975,302,4.6,286,20.1,368,3.4,19.0,11.4,34.0,24.1,9.8,-,-,-,-,-,-,1006.3,1005.6,-,14.66,5639.693251533742,504.68888888888887
2020-09-18,3.6975,6.889777777777777,0.127953875,1.713821133333333,37.4991722,31.6284218,317,1.0,183,9.8,127,0.0,8.2,6.1,71.0,17.9,2.9,-,-,-,-,-,-,1014.4,1013.7,-,17.95,6017.816129032258,506.40551181102364
2020-09-19,7.030125,13.692625,0.184127975,2.068632033333333,28.1366196,31.0675545,220,0.7,156,7.2,161,0.0,11.8,8.9,66.0,17.3,2.6,-,-,-,-,-,-,1020.7,1020.0,-,16.31,4547.542424242424,245.20229007633588
2020-09-20,6.676714285714286,15.16675,0.1134392,4.182654266666667,17.8532372,18.904604,64,4.1,75,9.3,218,0.0,12.1,9.7,71.0,14.9,6.4,-,-,-,-,-,-,1027.1,1026.4,-,17.87,3918.3419811320755,252.33235294117648
2020-09-21,9.351625,19.381125,0.21277435,2.1312406,47.5233803,32.7266197,342,0.8,66,6.7,118,0.0,12.6,11.3,84.0,20.0,3.7,-,-,-,-,-,-,1022.9,1022.2,-,18.72,4760.25,548.5705882352942
2020-09-22,7.552250000000001,25.174444444444443,0.2644407,3.7104682666666666,49.4079132,34.4560432,51,0.8,258,9.8,200,0.0,15.5,9.9,44.0,23.2,1.9,-,-,-,-,-,-,1013.5,1012.8,-,15.97,4908.896226415094,563.8235294117648
2020-09-23,3.9593749999999996,19.01477777777778,0.14928054999999998,3.8334582333333334,32.8582001,28.9654675,97,1.7,32,10.8,251,0.0,18.3,13.0,51.0,26.7,14.5,-,-,-,-,-,-,1000.7,1000.0,-,15.24,5102.278301886792,584.3882352941176
2020-09-24,4.6819999999999995,14.943777777777777,0.136656625,2.8192120000000003,29.3838844,24.3776264,61,1.9,301,11.8,302,0.0,14.9,11.3,62.0,22.9,7.7,-,-,-,-,-,-,1001.4,1000.7,-,19.43,5265.289351851852,594.8419540229885
2020-09-25,3.943666666666667,12.318666666666665,0.137119975,2.8803577666666667,34.4721565,30.2859707,356,2.4,33,8.8,189,0.0,17.2,10.9,41.0,21.8,9.0,-,-,-,-,-,-,1001.3,1000.6,-,19.37,5718.951388888889,606.2097701149426
2020-09-26,3.8823333333333334,13.544333333333334,0.13727155,3.212165366666667,35.3034515,29.6615829,10,3.3,18,10.8,355,0.0,16.4,10.0,38.0,22.1,6.0,-,-,-,-,-,-,1009.4,1008.7,-,16.18,4738.1138613861385,300.1941176470588
2020-09-27,2.1855555555555557,6.295,0.07671085,1.8722296666666667,11.1574821,12.2408628,13,4.5,262,18.5,365,0.0,13.8,10.1,60.0,22.4,12.2,-,-,-,-,-,-,983.3,982.6,-,19.26,4389.241134751773,194.7244094488189
2020-09-28,4.330444444444445,8.373777777777779,0.12029087499999999,1.7241004666666668,24.5969791,25.0913677,22,1.5,244,17.5,266,0.2,9.9,4.8,37.0,16.2,5.2,-,-,-,-,-,-,991.0,990.3,-,18.35,5646.555194805195,489.38928571428573
2020-09-29,4.417666666666666,11.528444444444444,0.1087244,1.2922088333333335,17.0391369,23.0999279,219,2.4,174,18.0,302,0.0,5.2,1.9,50.0,11.0,-0.7,-,-,-,-,-,-,997.2,996.5,-,19.89,5795.528846153846,518.9107142857143
2020-09-30,7.141111111111111,19.866333333333333,0.21151594999999998,2.2177317,36.4544601,34.1822319,231,1.4,239,12.4,157,0.0,5.6,1.9,44.0,15.3,-2.4,-,-,-,-,-,-,1014.7,1014.0,-,19.38,5963.334375,546.5950704225352
2020-10-01,7.970888888888889,23.38288888888889,0.227281925,2.9032115333333333,48.1328773,33.3605766,353,1.0,27,9.8,246,0.0,8.6,5.5,59.0,15.5,1.2,-,-,-,-,-,-,1024.0,1023.3,-,20.30,6136.280864197531,576.1493055555555
2020-10-02,5.52588888888889,20.640444444444444,0.18998342499999998,3.1894122333333335,44.9029503,34.1321564,50,1.6,299,10.8,172,0.0,12.4,9.2,63.0,21.7,5.7,-,-,-,-,-,-,1022.1,1021.4,-,21.22,6429.780864197531,572.5034722222222
2020-10-03,3.9628888888888887,15.720000000000002,0.14484325,3.248980366666667,25.3070507,26.9019432,349,1.9,329,11.8,272,0.0,13.0,9.2,57.0,26.5,9.3,-,-,-,-,-,-,1018.6,1017.9,-,16.55,5111.222222222223,272.56944444444446
2020-10-04,5.959777777777777,19.53222222222222,0.09076957499999999,1.9266705666666668,14.824748,15.9783449,316,3.3,56,12.4,273,0.0,19.4,12.1,37.0,27.7,13.0,-,-,-,-,-,-,1019.1,1018.4,-,18.11,4706.608024691358,241.82986111111111
2020-10-05,7.606777777777777,29.608666666666668,0.16425394999999998,3.2827553,46.946331,41.2423744,43,1.1,318,8.2,227,0.0,16.3,12.0,57.0,26.3,8.9,-,-,-,-,-,-,1020.0,1019.3,-,13.61,5696.016556291391,540.7631578947369
2020-10-06,4.765333333333333,21.409444444444446,0.10254942499999999,2.7252273000000002,27.6733818,24.3814392,329,2.9,189,14.4,273,0.0,18.7,11.0,32.0,20.1,15.9,-,-,-,-,-,-,1006.8,1006.1,-,16.06,5849.1510067114095,549.8383458646616
2020-10-07,4.230444444444444,12.064666666666666,0.09283060000000001,1.9944682333333335,28.2684174,25.0851078,49,2.3,204,11.3,223,1.0,11.6,9.0,69.0,20.0,7.8,-,-,-,-,-,-,1009.3,1008.6,-,19.69,6009.329032258064,558.6058394160584
2020-10-08,4.605555555555556,10.005333333333333,0.128251,1.7120120666666667,45.1307907,37.2736702,223,1.1,71,6.7,138,0.0,8.4,5.7,63.0,11.1,5.8,-,-,-,-,-,-,1024.0,1023.3,-,8.81,5886.943396226415,547.7226277372263
2020-10-09,5.993666666666666,14.403111111111112,0.130760425,1.7005963333333334,39.384243,30.5819416,18,1.0,58,10.8,341,0.0,8.1,5.4,63.0,13.5,3.4,-,-,-,-,-,-,1033.2,1032.4,-,20.64,6174.044025157233,541.2116788321168
2020-10-10,5.733888888888889,14.879111111111111,0.12981545,2.479907433333333,32.9035988,24.4139576,50,3.2,29,8.8,292,0.0,11.1,9.2,77.0,14.8,6.4,-,-,-,-,-,-,1031.1,1030.4,-,11.70,4770.182389937107,262.46715328467155
2020-10-11,3.5607777777777776,11.618555555555554,0.1119149,2.6275634,20.2875538,18.0157547,53,3.4,44,11.8,245,0.0,14.3,10.5,59.0,24.6,10.9,-,-,-,-,-,-,1017.6,1016.9,-,11.22,4245.666666666667,236.4963503649635
2020-10-12,3.874,13.255666666666666,0.14576085,2.4295772,39.3064766,28.2156124,77,0.7,43,11.8,202,0.6,14.2,10.8,63.0,23.0,10.6,-,-,-,-,-,-,1016.8,1016.1,-,16.15,5587.203592814371,527.351724137931
2020-10-13,4.612111111111111,11.371111111111112,0.11103247499999999,1.6540958666666665,24.9310799,23.9026623,237,2.3,44,8.2,234,0.0,11.4,10.6,90.0,20.0,10.4,-,-,-,-,-,-,1018.8,1018.1,-,20.73,5764.895209580838,537.6586206896552
2020-10-14,5.246111111111111,21.037777777777777,0.083650225,2.713240433333333,18.0265408,23.0587215,195,4.0,133,13.4,234,1.2,11.1,7.1,52.0,12.9,9.8,-,-,-,-,-,-,1017.2,1016.5,-,8.15,5837.748427672956,552.2919708029198
2020-10-15,4.2235555555555555,12.300888888888888,0.102601675,1.3886270666666667,32.3587036,29.027914,233,3.8,239,8.8,240,0.0,6.5,4.5,71.0,11.9,3.8,-,-,-,-,-,-,1030.8,1030.0,-,12.53,6239.38198757764,568.2801418439716
2020-10-16,6.058111111111111,21.403777777777776,0.14651667499999999,2.5599301333333333,36.8930206,32.3653221,30,6.9,57,14.4,350,0.0,9.0,5.0,48.0,14.6,2.4,-,-,-,-,-,-,1018.9,1018.2,-,20.91,6504.017543859649,574.4966887417219
2020-10-17,5.106222222222223,16.479333333333333,0.083317175,1.5988341333333331,21.1360435,19.6244602,214,2.6,206,11.8,252,0.0,10.0,7.8,72.0,15.0,8.8,-,-,-,-,-,-,1019.9,1019.2,-,14.74,5040.271929824561,255.69205298013244
2020-10-18,5.484444444444445,14.912777777777778,0.09820185,2.4814005,17.7331657,17.8338852,115,1.6,29,6.7,147,0.0,12.2,10.1,75.0,19.2,8.6,-,-,-,-,-,-,1014.3,1013.6,-,23.99,4551.891812865497,217.81788079470198
2020-10-19,4.772555555555556,14.497444444444445,0.126845125,2.2994201000000003,30.5841732,25.1405029,86,1.0,216,14.9,251,0.0,13.2,11.3,78.0,26.0,9.1,-,-,-,-,-,-,1003.8,1003.1,-,17.47,5783.754601226994,556.1048951048951
2020-10-20,4.119888888888889,11.931222222222223,0.1114883,1.8837493666666667,32.5030212,24.1912956,62,2.8,75,10.3,340,0.0,13.2,10.9,74.0,16.2,6.3,-,-,-,-,-,-,1011.3,1010.6,-,20.58,5918.371165644172,585.0454545454545
2020-10-21,4.225444444444445,12.547888888888888,0.13276290000000002,1.11117365,44.4598579,30.6448917,20,2.1,64,8.2,179,0.0,13.0,10.7,74.0,17.8,10.2,-,-,-,-,-,-,1018.3,1017.6,-,24.07,6149.582822085889,599.5524475524476
2020-10-22,5.1290000000000004,14.860000000000001,0.12320735,1.6712026666666666,34.9081306,27.7558994,160,1.6,55,8.2,226,0.0,10.5,9.5,87.0,17.1,7.8,-,-,-,-,-,-,1021.9,1021.2,-,21.95,6241.629032258064,631.3962962962963
2020-10-23,6.689666666666667,17.031777777777776,0.1202023,1.5070848333333335,38.5903587,26.6941013,17,1.6,70,8.8,238,0.0,13.7,11.2,72.0,17.7,10.1,-,-,-,-,-,-,1022.5,1021.8,-,22.49,6649.44055944056,628.808
2020-10-24,7.331888888888888,17.767777777777777,0.138097625,1.8240469666666665,26.8530216,25.4097843,296,1.0,38,8.2,173,0.0,14.4,11.8,72.0,24.2,8.5,-,-,-,-,-,-,1021.0,1020.3,-,26.10,5200.556737588652,290.716
2020-10-25,4.191111111111111,16.36611111111111,0.175355525,2.381367733333333,20.2839565,20.1602879,73,0.9,240,13.4,305,0.0,17.2,13.3,62.0,29.8,9.0,-,-,-,-,-,-,1013.2,1012.5,-,15.62,4582.602836879432,223.36
2020-10-26,3.5688888888888886,7.940333333333332,0.077232175,1.1424265,13.682806,14.6493521,226,3.7,212,13.4,187,12.2,11.1,10.4,91.0,13.7,11.1,-,-,-,-,-,-,1018.4,1017.7,-,5.57,4059.836956521739,298.8780487804878
2020-10-27,5.492999999999999,10.868222222222222,0.130801175,1.4426629333333334,30.8603592,25.0106468,182,0.9,196,6.2,120,0.0,8.5,8.3,97.0,13.3,7.8,-,-,-,-,-,-,1027.5,1026.8,-,8.73,5984.54609929078,538.8
2020-10-28,5.397444444444444,13.296888888888889,0.1428616,1.8065286,44.4343872,29.8674812,61,2.4,62,8.8,249,1.6,10.9,9.1,77.0,15.6,6.3,-,-,-,-,-,-,1032.0,1031.3,-,22.61,6196.276595744681,582.912
2020-10-29,4.744222222222223,12.808444444444444,0.121868175,2.1379740666666667,45.6390648,26.1102161,64,1.6,69,8.2,310,0.2,12.0,11.3,91.0,13.8,10.8,-,-,-,-,-,-,1025.7,1025.0,-,7.37,6163.093525179856,576.8211382113822
2020-10-30,5.576444444444444,14.487444444444444,0.16224957499999998,2.2018015666666666,39.9758263,24.4384174,59,3.9,64,8.8,206,0.0,13.2,12.7,94.0,23.6,11.7,-,-,-,-,-,-,1017.9,1017.2,-,20.10,6349.993006993007,568.144
2020-10-31,3.281111111111111,14.805666666666667,0.143094925,2.5860737333333335,24.7625904,23.0286331,16,3.1,204,15.4,300,0.2,19.4,13.8,50.0,28.2,12.3,-,-,-,-,-,-,1005.1,1004.4,-,16.31,5015.758620689655,273.251968503937
2020-11-01,3.5877777777777777,11.193333333333333,0.085283725,1.8091256999999998,16.2548199,15.108489,49,2.8,45,10.3,315,0.0,14.2,11.5,70.0,17.4,7.7,-,-,-,-,-,-,1014.9,1014.2,-,25.26,4453.22027972028,228.7
2020-11-02,4.715222222222222,15.411333333333333,0.09885950000000002,1.2078791666666666,42.2258987,26.0990639,327,1.1,237,9.3,217,0.0,12.8,10.1,69.0,16.8,11.4,-,-,-,-,-,-,1025.8,1025.1,-,12.98,5635.6308724832215,535.8854961832061
2020-11-03,4.907333333333334,14.538444444444444,0.108092125,2.074265366666667,38.4471207,24.5601444,30,4.2,56,11.3,257,0.4,12.2,9.9,73.0,15.9,10.5,-,-,-,-,-,-,1028.3,1027.6,-,7.85,5638.0920245398775,563.8041958041958
2020-11-04,5.269,15.500666666666667,0.14959690000000003,2.8769994000000003,45.8249626,27.5979862,30,1.5,50,7.7,235,0.0,15.6,13.1,74.0,24.9,9.2,-,-,-,-,-,-,1020.3,1019.6,-,26.80,5859.997005988024,573.3163265306123
2020-11-05,4.515444444444444,21.015,0.152646,3.1921945333333333,49.4223022,28.4965477,7,3.5,220,11.8,349,0.0,24.8,16.5,39.0,29.8,15.7,-,-,-,-,-,-,1007.2,1006.5,-,20.68,5941.435294117647,559.6066666666667
2020-11-06,3.787,10.214444444444446,0.0914752,1.6362319,24.9470501,19.7810078,208,3.4,225,12.4,289,0.0,12.5,11.3,86.0,17.4,12.2,-,-,-,-,-,-,1008.7,1008.0,-,9.60,6123.676470588235,537.5
2020-11-07,5.701555555555555,12.40388888888889,0.11950569999999999,2.3795940666666664,28.35849,21.0197124,61,3.2,64,8.2,290,27.8,14.0,12.5,83.0,18.3,11.6,-,-,-,-,-,-,1004.9,1004.2,-,8.75,4960.684523809524,259.63513513513516
2020-11-08,4.618333333333333,11.128555555555556,0.06715825,1.8042597,9.0805759,9.6638851,216,7.1,197,18.0,251,8.4,7.7,7.2,92.0,13.3,7.6,-,-,-,-,-,-,1004.5,1003.8,-,10.67,3820.2559523809523,182.0608108108108
2020-11-09,4.0151111111111115,10.490333333333332,0.09634375,1.7944559333333334,23.2476978,18.5083447,206,2.2,189,8.8,210,0.0,10.2,8.0,72.0,17.0,3.8,-,-,-,-,-,-,1020.1,1019.4,-,16.02,5566.02743902439,525.4131944444445
2020-11-10,2.894,7.37611111111111,0.1163005,1.3775287333333335,44.405323,27.0656834,198,1.4,95,4.6,127,0.0,11.2,9.0,73.0,14.4,7.8,-,-,-,-,-,-,1022.4,1021.7,-,8.84,5746.513157894737,540.7014925373135
2020-11-11,4.337,11.280375,0.1057212,1.3645673666666667,38.2617264,27.297266,146,1.5,127,7.7,140,0.0,12.1,9.0,64.0,17.4,8.8,-,-,-,-,-,-,1017.4,1016.7,-,23.98,6138.85472972973,607.373076923077
2020-11-12,5.980875,17.156625,0.15192524999999998,3.074040666666667,53.1046753,30.2415104,52,1.9,62,8.2,242,0.0,13.6,10.8,69.0,18.6,4.8,-,-,-,-,-,-,1016.2,1015.5,-,28.32,6603.820689655173,654.3385826771654
2020-11-13,7.839333333333333,20.40822222222222,0.1305659,1.7396889666666668,28.3757553,20.1902161,41,1.7,48,7.2,185,0.0,17.8,14.6,69.0,25.8,12.2,-,-,-,-,-,-,1015.5,1014.8,-,29.14,5138.078014184397,359.632
2020-11-14,3.8913333333333333,14.486777777777778,0.124878175,1.8724101666666666,25.8176975,25.5499287,198,2.1,52,8.8,162,0.0,20.3,12.4,34.0,28.2,12.0,-,-,-,-,-,-,1010.9,1010.2,-,29.81,5039.49645390071,252.728
2020-11-15,3.913333333333333,12.180555555555555,0.10196825,2.1309589,18.1539574,17.5390644,216,2.0,86,8.8,255,0.0,20.5,13.4,40.0,26.7,9.8,-,-,-,-,-,-,1011.7,1011.0,-,29.77,5027.7163120567375,297.088
2020-11-16,4.278555555555555,21.291444444444444,0.0951651,2.4710404333333336,21.0988483,16.3954678,347,2.6,216,14.4,307,0.0,21.8,14.7,42.0,28.8,15.4,-,-,-,-,-,-,1005.0,1004.3,-,27.97,6088.831034482759,583.6954887218045
