Date,Daily Average CO (mg/m3),Daily Average NO (ug/m3),Daily Average NO2 (ug/m3),Daily Average SO2 (ug/m3),Daily Average PM2.5 (ug/m3),Daily Average PM10 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2022-01-11,0.1123475,17.7071228,13.0095682,,5.525,16.1875,59,2.7,194,10.3,241,0.0,20.1,17.6,77.0,27.8,17.3,-,-,-,-,-,-,1015.7,1015.0,-,24.44,6159.623949579832,575.5065217391304
2022-01-12,0.1467092,23.0119419,13.7807198,,2.5416667,12.6416667,197,1.3,67,9.3,265,1.2,18.9,15.6,69.0,21.3,14.9,-,-,-,-,-,-,1015.7,1015.0,-,14.43,5968.921428571429,556.6174242424242
2022-01-13,0.1443121,14.419281,10.6401443,,3.6,16.1695653,214,2.5,203,8.8,174,0.0,13.0,10.2,68.0,19.5,12.2,-,-,-,-,-,-,1025.1,1024.4,-,21.60,6124.326530612245,553.5289855072464
2022-01-14,0.1987872,23.1572666,17.6315117,,3.5083334,15.2,272,1.0,33,6.7,145,0.0,17.1,12.6,56.0,22.8,12.6,-,-,-,-,-,-,1023.8,1023.1,-,32.35,4963.301369863014,294.55109489051097
2022-01-15,0.2035745,24.6986332,14.3384171,,3.5541667,11.1791667,37,1.9,80,10.3,330,0.0,16.6,14.3,76.0,20.6,9.2,-,-,-,-,-,-,1023.7,1023.0,-,31.44,4474.409863945578,244.0996376811594
2022-01-16,0.1233191,13.2962589,5.6756835,,1.975,11.2916667,48,3.7,19,13.9,425,0.0,17.9,14.5,67.0,21.5,15.1,-,-,-,-,-,-,1021.0,1020.3,-,29.60,5640.221283783784,554.2787769784172
2022-01-17,0.151383,20.8646049,10.8131657,,3.6541667,19.4416668,66,4.5,88,9.8,337,0.0,18.3,15.5,73.0,22.5,16.7,-,-,-,-,-,-,1015.3,1014.6,-,26.79,5840.495,595.2232142857143
2022-01-18,0.1872979,25.3203602,12.0094967,,4.9208333,20.7916668,39,3.5,34,9.3,350,0.0,18.2,15.1,70.0,22.2,15.8,-,-,-,-,-,-,1014.0,1013.3,-,28.76,6249.2327935222675,590.852422907489
2022-01-19,0.1635035,20.1101437,13.506978,,4.7833333,19.3125,52,4.0,181,11.8,343,9.4,18.4,16.1,78.0,26.9,16.7,-,-,-,-,-,-,1006.6,1005.9,-,22.32,6294.465579710145,580.611328125
2022-01-20,0.1463475,16.318058,11.2401438,,1.9166667,8.4291667,246,3.5,170,10.3,217,0.0,10.2,9.7,93.0,20.7,9.4,-,-,-,-,-,-,1011.2,1010.5,-,25.98,6845.82824427481,621.0409836065573
2022-01-21,0.1789493,20.7075195,14.1948833,,3.5041666,17.6708335,239,0.7,51,7.2,215,0.0,16.4,13.1,67.0,23.0,10.0,-,-,-,-,-,-,1015.2,1014.5,-,29.27,5582.411654135339,297.7842741935484
2022-01-22,0.2029149,20.9455395,12.2247486,,4.2875,16.2875001,62,3.6,50,8.8,275,0.0,18.4,15.6,73.0,22.3,14.5,-,-,-,-,-,-,1018.8,1018.1,-,25.56,4563.03531598513,254.52788844621514
2022-01-23,0.2203901,23.8627338,11.0884171,,1.9208333,9.4375,36,1.6,102,6.2,177,0.8,15.1,14.2,90.0,16.5,14.9,-,-,-,-,-,-,1018.2,1017.5,-,6.86,5988.154811715481,590.4886877828054
2022-01-24,0.1551277,25.3660431,13.7715826,,3.2625,15.6499999,80,2.6,91,9.8,223,0.0,13.2,12.7,94.0,19.2,12.5,-,-,-,-,-,-,1017.5,1016.8,-,7.84,6042.147410358566,603.0815450643777
2022-01-25,0.2077021,32.0256844,18.7698555,,5.3166667,21.1250001,228,1.2,31,7.2,178,0.2,19.1,16.5,75.0,23.6,12.6,-,-,-,-,-,-,1009.9,1009.2,-,25.93,6100.480544747082,601.0061728395061
2022-01-26,0.1729504,29.8524456,15.8815823,,4.95,17.8333333,54,1.9,193,13.9,278,5.8,16.8,16.2,94.0,23.0,16.1,-,-,-,-,-,-,1003.0,1002.3,-,20.22,5909.323636363636,598.1570881226054
2022-01-27,0.1250213,11.7854681,8.2871943,,2.3375,11.5291667,228,3.8,217,14.9,287,0.4,13.0,10.7,73.0,18.5,10.0,-,-,-,-,-,-,1014.5,1013.8,-,27.48,6291.538181818182,623.448275862069
2022-01-28,0.2030709,29.418417,17.1015835,,3.5416667,14.8125,277,0.9,45,7.7,288,0.0,15.2,11.2,58.0,20.7,10.7,-,-,-,-,-,-,1028.9,1028.2,-,27.94,5077.774907749077,300.15564202334633
2022-01-29,0.164617,19.2649632,13.5628777,,5.5083333,21.1958332,59,4.5,62,11.3,342,0.0,18.1,15.1,71.0,21.8,14.8,-,-,-,-,-,-,1025.7,1025.0,-,27.01,4651.236842105263,270.38492063492066
2022-01-30,0.1384468,15.9406471,11.8897123,,4.4083333,15.2458333,227,3.7,180,9.8,252,0.0,17.8,15.0,73.0,27.0,14.4,-,-,-,-,-,-,1024.7,1024.0,-,27.25,5532.434210526316,593.622
2022-01-31,0.1517447,27.9288483,14.3234529,,3.3291667,15.7874999,47,3.7,46,12.9,397,0.0,20.1,16.1,64.0,22.8,16.7,-,-,-,-,-,-,1024.2,1023.5,-,28.14,5916.277131782946,617.5063559322034
2022-02-01,0.1655532,27.2719421,14.3497124,,4.3583334,17.2625001,57,3.5,72,11.3,321,0.2,18.0,16.3,83.0,22.6,17.2,-,-,-,-,-,-,1020.7,1020.0,-,15.04,6121.979166666667,597.0733944954128
2022-02-02,0.2393901,42.2613678,19.1087761,,4.225,20.7000001,45,2.6,36,11.8,297,1.6,22.4,17.6,60.0,29.9,17.9,-,-,-,-,-,-,1007.1,1006.4,-,5.48,6490.786036036036,599.5925
2022-02-03,0.1497163,23.1802158,11.1453238,,3.9625,17.4958332,12,3.0,219,11.8,303,3.0,25.0,19.6,58.0,29.4,21.4,-,-,-,-,-,-,1002.7,1002.0,-,11.95,6666.373853211009,555.3392857142857
2022-02-04,0.1896879,32.9950371,15.1813669,,0.6291667,3.6208333,38,1.5,53,8.8,217,3.8,14.7,14.3,95.0,18.6,14.0,-,-,-,-,-,-,1009.2,1008.5,-,10.25,4793.502314814815,224.18814432989691
2022-02-05,0.2048014,24.3435249,13.7600002,,2.3333334,4.6708333,233,1.4,196,5.7,122,19.2,12.8,12.4,95.0,13.7,12.5,-,-,-,-,-,-,1014.2,1013.5,-,3.95,4366.5162037037035,180.6056701030928
2022-02-06,0.1720213,20.7917976,14.3159714,,1.9416667,6.5958333,187,1.3,30,4.6,103,0.0,12.5,11.7,90.0,16.9,10.8,-,-,-,-,-,-,1020.8,1020.1,-,9.01,4685.85046728972,275.2083333333333
2022-02-07,0.1895106,26.7383461,15.6029501,,1.5291667,7.2291667,65,1.1,32,9.8,194,0.0,14.7,12.0,71.0,18.6,8.2,-,-,-,-,-,-,1025.6,1024.9,-,14.82,6388.463636363636,599.1868686868687
2022-02-08,0.1960071,36.7566185,19.7617989,,1.7958333,7.7666667,283,0.8,76,6.2,201,0.0,15.8,14.1,82.0,20.2,14.0,-,-,-,-,-,-,1022.5,1021.8,-,12.34,5651.996183206107,596.1483050847457
2022-02-09,0.2168582,39.1041718,17.6985607,,1.6208333,5.2958333,74,2.1,60,8.2,260,27.4,17.3,15.8,85.0,18.8,15.4,-,-,-,-,-,-,1018.6,1017.9,-,4.69,5778.244402985075,589.7860169491526
2022-02-10,0.2333972,31.5710793,18.4585609,,3.6583334,9.9708333,79,1.0,66,10.3,177,0.6,17.6,17.3,97.0,25.5,16.6,-,-,-,-,-,-,1009.0,1008.3,-,13.20,6204.122180451128,600.0961538461538
2022-02-11,0.1739787,25.297123,16.425539,,2.9416667,7.1541667,223,3.3,62,7.7,246,0.6,17.2,16.8,96.0,24.6,15.2,-,-,-,-,-,-,1011.8,1011.1,-,20.05,4597.137867647059,264.56875
2022-02-12,0.1650425,23.5725174,10.6382017,,0.3583333,1.2833333,69,1.4,204,13.9,213,52.6,16.5,16.0,95.0,18.0,15.8,-,-,-,-,-,-,1008.7,1008.0,-,3.25,3647.198529411765,186.45
2022-02-13,0.0963121,9.391942,7.3092089,,2.0,5.5791667,215,2.1,189,10.3,269,5.4,9.6,8.9,91.0,13.5,9.6,-,-,-,-,-,-,1009.6,1008.9,-,5.63,5544.353703703704,544.8718487394958
2022-02-14,0.1632269,21.4427338,15.3553953,,2.0791667,7.3041667,242,2.8,254,7.7,185,0.0,12.2,11.3,89.0,20.5,9.6,-,-,-,-,-,-,1027.2,1026.5,-,20.81,5526.248161764706,575.7479166666667
2022-02-15,0.1843972,31.6106472,17.2350368,,2.9333334,10.9375,58,3.3,12,9.3,295,0.0,15.1,13.1,78.0,19.3,10.5,-,-,-,-,-,-,1027.3,1026.6,-,21.73,6037.253968253968,613.6318181818182
2022-02-16,0.1324397,17.6497116,13.8761873,,3.5666667,11.7874999,201,2.1,74,9.3,210,0.0,15.1,14.5,93.0,23.9,13.2,-,-,-,-,-,-,1018.8,1018.1,-,21.83,6089.772357723577,618.3504672897196
2022-02-17,0.1805319,32.6020126,17.6158276,,2.8708333,10.8458334,60,2.4,90,11.3,303,0.0,15.3,13.5,81.0,20.0,10.7,-,-,-,-,-,-,1021.3,1020.6,-,22.92,6494.164682539683,639.7359813084112
2022-02-18,0.2623546,34.7999992,19.8075619,,4.9041667,16.1166667,6,1.4,73,8.2,159,0.0,18.1,16.3,82.0,25.6,13.4,-,-,-,-,-,-,1014.8,1014.1,-,26.56,5015.7,304.0801886792453
2022-02-19,0.2360497,27.6032372,12.4646044,,3.3791667,14.0958332,5,1.3,166,13.9,260,4.0,20.6,15.0,52.0,25.3,12.1,-,-,-,-,-,-,1008.8,1008.1,-,10.17,4654.016,260.3207547169811
2022-02-20,0.1349858,19.1912956,9.0998564,,4.1041667,12.0458334,221,1.6,44,8.2,227,0.0,13.4,11.2,75.0,22.2,11.0,-,-,-,-,-,-,1019.4,1018.7,-,24.58,5640.836693548387,603.063679245283
2022-02-21,0.116078,22.9146042,10.6153955,,4.0083334,13.7375,44,4.2,57,13.4,377,0.0,15.1,14.5,93.0,19.8,12.9,-,-,-,-,-,-,1022.4,1021.7,-,22.18,5893.75,617.7111650485436
2022-02-22,0.1361912,22.4553223,14.4637098,,5.5958333,24.6208333,60,2.1,218,14.9,270,0.0,19.0,15.8,70.0,31.5,14.1,-,-,-,-,-,-,1014.8,1014.1,-,25.38,5923.470338983051,621.8861386138614
2022-02-23,0.1358156,23.9750366,16.1519432,,4.775,14.8374999,256,1.9,233,9.3,206,0.0,13.5,11.5,77.0,18.4,12.0,-,-,-,-,-,-,1032.5,1031.8,-,8.27,5884.6322314049585,608.3529411764706
2022-02-24,0.1491348,29.6438847,15.6240292,,4.2458333,17.0208333,52,3.0,35,10.3,283,0.0,15.2,11.9,65.0,19.0,13.5,-,-,-,-,-,-,1032.3,1031.6,-,18.95,6258.881355932203,643.5392156862745
2022-02-25,0.1727305,30.9772663,17.3628769,,2.9708333,13.4333334,47,3.2,37,10.3,295,0.0,15.6,12.1,64.0,19.7,13.4,-,-,-,-,-,-,1025.1,1024.4,-,22.67,4786.438559322034,298.5367647058824
2022-02-26,0.1011986,12.0809355,9.0817986,,4.0541667,20.0666666,336,1.1,197,13.9,258,0.0,16.4,13.8,73.0,20.9,12.9,-,-,-,-,-,-,1018.5,1017.8,-,15.41,4254.762711864407,257.34313725490193
2022-02-27,0.1123404,9.98036,9.9007196,,5.0666666,14.5625,227,1.8,217,6.2,130,0.0,11.3,9.7,80.0,15.8,10.5,-,-,-,-,-,-,1030.3,1029.6,-,10.45,5507.591101694915,602.2034313725491
2022-02-28,0.2109362,36.7392807,20.2503605,,5.7708334,17.4875002,279,0.7,6,6.7,162,0.0,11.0,9.6,83.0,18.5,4.4,-,-,-,-,-,-,1031.5,1030.8,-,22.19,5561.487288135593,626.9854368932039
2022-03-01,0.2210851,40.5071945,22.0416546,,4.725,16.6124999,8,1.6,19,6.2,219,0.0,14.3,11.7,72.0,18.9,10.6,-,-,-,-,-,-,1025.0,1024.3,-,12.44,5498.6549586776855,627.308962264151
2022-03-02,0.114773,15.6280575,13.9367628,,3.7541667,12.3791665,220,2.5,232,9.8,146,0.0,12.7,11.4,85.0,18.4,12.1,-,-,-,-,-,-,1031.5,1030.8,-,15.33,5523.218487394958,607.0384615384615
2022-03-03,0.2303333,38.363884,22.108633,,4.9333333,17.7166666,39,1.5,61,6.7,153,0.0,12.1,10.5,81.0,20.6,7.2,-,-,-,-,-,-,1030.5,1029.8,-,22.42,5656.380165289256,602.0428571428571
2022-03-04,0.2576383,38.7325172,24.5245323,,5.0416667,14.8166667,247,0.6,51,8.2,197,0.0,12.8,12.5,96.0,21.1,10.2,-,-,-,-,-,-,1027.5,1026.8,-,18.86,4423.438016528926,280.48571428571427
2022-03-05,0.1659291,22.4405746,15.0582733,,4.15,11.4833334,54,2.0,50,10.3,273,0.0,16.7,15.2,84.0,20.9,12.9,-,-,-,-,-,-,1025.4,1024.7,-,12.83,4203.2768595041325,261.3904761904762
2022-03-06,0.1284397,16.8928051,13.9480572,,4.1041667,12.6125,36,1.4,253,9.8,263,0.0,17.7,16.6,89.0,29.3,14.0,-,-,-,-,-,-,1016.6,1015.9,-,21.93,4929.030487804878,556.3621495327103
2022-03-07,0.1252908,19.6325893,14.2203598,,3.0041667,11.8666667,228,3.1,213,10.8,260,0.2,15.9,14.5,85.0,17.2,15.6,-,-,-,-,-,-,1025.6,1024.9,-,4.18,5206.4327731092435,573.3380952380952
2022-03-08,0.1253546,25.9766903,15.7544603,,3.2458333,12.7749999,43,3.5,41,10.8,285,0.0,16.0,13.5,74.0,20.1,14.6,-,-,-,-,-,-,1025.3,1024.6,-,16.61,5453.809885931559,570.0042918454935
2022-03-09,0.155695,21.979641,16.6075535,,5.2875,14.1833333,227,2.4,223,9.3,204,0.0,17.8,15.6,78.0,23.3,11.6,-,-,-,-,-,-,1024.8,1024.1,-,18.50,5473.095330739299,594.3149779735683
2022-03-10,0.1554043,31.4074821,17.9779129,,4.375,10.4541667,45,1.9,56,9.3,303,0.0,16.2,14.2,79.0,18.4,15.7,-,-,-,-,-,-,1023.6,1022.9,-,6.54,5861.517509727626,591.9691629955947
2022-03-11,0.2047376,31.7644596,20.2405033,,5.2375,20.0875001,49,2.4,11,10.3,310,0.0,17.2,15.8,86.0,29.7,15.6,-,-,-,-,-,-,1010.7,1010.0,-,16.20,4506.89846743295,280.6818181818182
2022-03-12,0.112,10.1873379,12.5832376,,2.5708333,12.4541666,234,2.3,197,10.8,206,0.0,19.5,13.6,48.0,26.9,17.0,-,-,-,-,-,-,1009.2,1008.5,-,17.71,3912.727969348659,251.01298701298703
2022-03-13,0.137156,18.851799,12.9411507,,3.4,10.85,226,1.0,70,7.7,216,0.0,16.4,12.6,62.0,20.6,14.1,-,-,-,-,-,-,1030.5,1029.8,-,17.62,5055.5893536121675,561.1601731601731
2022-03-14,0.1865603,32.210144,18.9987774,,4.025,14.3333334,16,2.1,42,8.8,187,0.0,14.3,11.6,70.0,19.2,12.1,-,-,-,-,-,-,1028.4,1027.7,-,14.41,5162.758687258687,582.7987012987013
2022-03-15,0.1961844,29.7526627,19.9916553,,4.4458334,12.575,235,1.5,234,5.7,165,0.0,12.2,11.1,87.0,17.9,8.0,-,-,-,-,-,-,1027.8,1027.1,-,7.19,5162.673306772908,575.4675324675325
2022-03-16,0.1805319,31.4891357,19.9339561,,3.0416667,10.5583332,220,1.7,60,8.8,142,0.2,13.5,12.5,88.0,16.6,12.2,-,-,-,-,-,-,1031.4,1030.7,-,7.79,5378.087209302325,590.2457983193277
2022-03-17,0.2530993,38.842804,27.033165,,3.775,14.6041668,159,0.4,22,6.2,114,0.0,11.9,10.2,79.0,18.3,7.6,-,-,-,-,-,-,1028.6,1027.9,-,11.47,5708.162790697675,598.1260504201681
2022-03-18,0.2783688,47.4095688,28.5100727,,2.85,10.7583333,201,0.7,70,6.7,193,0.0,10.6,9.1,81.0,17.7,7.1,-,-,-,-,-,-,1019.5,1018.8,-,13.16,4454.026615969582,272.95
2022-03-19,0.1773192,21.8332367,17.0943165,,2.1666667,7.8625001,46,3.6,72,12.4,294,0.0,14.0,11.5,72.0,18.3,9.2,-,-,-,-,-,-,1010.9,1010.2,-,11.34,3966.9619771863117,222.50416666666666
2022-03-20,0.1450142,19.8676987,15.2524462,,3.4791667,13.3291665,2,0.7,26,8.2,176,0.0,13.4,12.7,92.0,21.0,12.2,-,-,-,-,-,-,1017.3,1016.6,-,12.51,5084.036398467433,551.4729166666667
2022-03-21,0.1758676,29.6387806,19.0495129,,4.8166667,18.2000001,222,1.4,84,12.4,317,26.4,14.5,13.6,90.0,20.2,12.4,-,-,-,-,-,-,1016.0,1015.3,-,9.51,5035.704980842912,522.0208333333334
2022-03-22,0.1634681,26.2407188,15.5400715,,2.0875,7.6125,78,4.6,95,10.8,225,3.0,16.4,16.0,96.0,19.2,14.3,-,-,-,-,-,-,1011.4,1010.7,-,6.67,5454.288065843622,557.8392857142857
2022-03-23,0.2223759,36.7652512,19.3521576,,2.0916667,7.6,62,1.6,87,8.2,269,0.2,16.2,15.9,97.0,18.8,15.8,-,-,-,-,-,-,1007.9,1007.2,-,5.68,5697.851293103448,576.2695852534562
2022-03-24,0.1408582,24.7506466,15.3422298,,6.7375,21.6833331,45,2.9,189,11.3,286,0.0,16.8,15.8,90.0,21.4,16.1,-,-,-,-,-,-,1003.0,1002.3,-,10.92,5781.181451612903,561.7816593886463
2022-03-25,0.1363475,15.6944609,15.5776262,,3.35,17.7041667,234,2.3,232,8.2,202,0.0,13.2,11.6,81.0,18.8,12.8,-,-,-,-,-,-,1015.7,1015.0,-,12.45,4696.522357723577,275.3105726872247
2022-03-26,0.1527872,17.7807922,14.5201435,,1.3458333,9.7874999,219,1.7,211,6.7,173,0.0,10.6,10.1,94.0,21.9,6.9,-,-,-,-,-,-,1017.0,1016.3,-,17.80,4135.3286290322585,218.40393013100436
2022-03-27,0.1451986,18.1988487,13.8995686,,,,264,0.8,91,6.2,161,0.0,14.0,13.5,94.0,21.2,10.6,-,-,-,-,-,-,1024.9,1024.2,-,15.80,5144.376,565.2337662337662
2022-03-28,0.1516525,27.4703598,14.1471224,,,,41,1.3,74,11.3,356,0.0,14.5,12.7,80.0,17.1,12.1,-,-,-,-,-,-,1026.3,1025.6,-,11.64,5296.116935483871,569.9519650655022
2022-03-29,0.1952057,33.4803581,19.3832378,,2.0125,7.2875,48,3.1,76,9.3,147,0.0,14.9,12.7,76.0,20.6,14.1,-,-,-,-,-,-,1020.4,1019.7,-,10.38,5437.381147540984,561.3466666666667
2022-03-30,0.2165957,38.101799,18.9530926,,0.9791667,5.7166667,50,1.8,52,6.7,239,0.6,15.1,13.6,84.0,19.0,13.8,-,-,-,-,-,-,1020.9,1020.2,-,7.82,5590.982,555.7034632034632
2022-03-31,0.1612766,27.7856121,13.9614391,,1.2142857,6.6166666,54,3.5,33,10.3,339,0.8,15.9,15.5,96.0,19.0,15.1,-,-,-,-,-,-,1017.0,1016.3,-,8.95,6144.0,561.7899543378995
2022-04-01,0.1849716,22.6909351,17.2634525,,2.9041666,9.5,222,4.0,-,-,-,-,11.9,11.2,91.0,-,11.8,-,-,-,-,-,-,1024.1,1023.4,-,-,5029.042735042735,276.08675799086757
2022-04-02,0.222383,26.641655,19.3263302,,3.5791667,11.2666667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4393.305555555556,353.27884615384613
2022-04-03,0.1761702,21.8617268,14.4697838,,2.4333333,6.3291667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5208.978764478765,563.13179916318
2022-04-04,0.1956879,29.1597118,22.0403595,,4.0708333,10.8750001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5317.814671814672,580.2217573221757
2022-04-05,0.3333121,44.3129501,27.0139561,,5.775,16.7333333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5425.849420849421,568.7112970711297
2022-04-06,0.2306312,32.025322,24.121294,,5.05,14.4083333,232,3.3,255,8.2,275,15.8,17.6,14.3,68.0,18.8,-,-,-,-,-,-,-,999.9,999.2,-,3.21,5522.918918918919,565.5439330543933
2022-04-07,0.2120851,21.2202168,16.1648922,,4.4416667,11.8625,215,3.7,211,13.9,165,0.4,9.5,8.5,86.0,14.2,8.6,-,-,-,-,-,-,1022.5,1021.8,-,11.45,5931.409266409267,577.9456066945606
2022-04-08,0.3558511,41.8278427,30.3028049,,7.55,17.6916666,256,1.5,164,7.2,141,0.0,9.4,7.6,76.0,18.6,3.5,-,-,-,-,-,-,1021.8,1021.1,-,15.28,4918.360074626866,279.49395161290323
2022-04-09,0.2140993,25.1994972,22.9169064,,9.5166667,24.0125001,230,1.2,176,6.7,164,0.0,13.5,11.3,75.0,19.9,9.0,-,-,-,-,-,-,1028.7,1028.0,-,13.96,4322.820895522388,224.38709677419354
2022-04-10,0.1628227,18.9248199,17.0171947,,7.2041667,16.0375003,228,1.3,37,8.8,267,0.0,12.3,11.6,92.0,19.2,8.9,-,-,-,-,-,-,1028.6,1027.9,-,13.25,5414.43,603.4717391304348
2022-04-11,0.1927163,30.6133804,25.8985615,,5.6375,18.4041667,61,2.9,31,7.2,155,0.0,15.6,13.7,80.0,24.6,12.1,-,-,-,-,-,-,1015.8,1015.1,-,14.45,5583.4,598.2
2022-04-12,0.1917305,26.9113674,25.3474827,,5.3666666,26.55,69,1.3,211,12.4,190,0.0,14.5,11.9,72.0,18.8,9.5,-,-,-,-,-,-,1003.8,1003.1,-,6.99,5766.587398373984,613.2057522123894
2022-04-13,0.3119433,47.3694954,30.4984169,,4.3833333,13.8791666,149,0.5,218,5.7,105,0.0,13.2,11.1,76.0,17.2,7.9,-,-,-,-,-,-,1016.8,1016.1,-,7.78,6553.573770491803,675.3539823008849
2022-04-14,0.4028014,49.5053253,30.8598557,,6.2166666,17.9791668,7,0.7,47,5.7,140,0.0,10.5,9.9,92.0,17.4,3.1,-,-,-,-,-,-,1019.1,1018.4,-,13.98,4279.918032786885,288.0619469026549
2022-04-15,0.2363475,18.1470509,19.1190643,,4.3666667,11.5541667,225,1.7,70,8.2,215,0.0,9.5,9.1,95.0,18.0,5.2,-,-,-,-,-,-,1022.4,1021.7,-,12.54,4538.7531380753135,215.00904977375566
2022-04-16,0.1895036,17.0602875,17.8635254,,5.6875,16.7625001,315,3.5,313,12.4,208,0.2,17.9,11.6,42.0,25.5,9.5,-,-,-,-,-,-,1008.8,1008.1,-,9.24,3624.6401673640166,167.8054298642534
2022-04-17,0.1404184,17.1371937,16.1178417,,7.1166667,17.725,22,1.9,26,8.8,284,0.6,11.1,10.5,92.0,14.4,11.0,-,-,-,-,-,-,1029.1,1028.4,-,4.83,4429.38085106383,289.46774193548384
2022-04-18,0.1360426,17.5057545,14.4045324,,6.0458333,18.8416667,27,4.0,44,12.9,292,0.0,14.3,10.9,63.0,17.2,10.9,-,-,-,-,-,-,1028.0,1027.3,-,11.29,5335.942553191489,570.6290322580645
2022-04-19,0.3207943,37.5918694,24.5787048,,8.0500001,21.4708333,243,2.5,199,6.2,166,0.0,10.3,9.9,95.0,19.0,6.7,-,-,-,-,-,-,1022.9,1022.2,-,8.88,5553.551020408163,597.1806167400881
2022-04-20,0.2734042,38.3971939,26.2529488,,4.3958334,15.2541668,61,3.4,66,9.3,265,0.0,14.9,13.7,87.0,23.4,8.6,-,-,-,-,-,-,1021.1,1020.4,-,8.08,5736.755144032922,605.9355555555555
2022-04-21,0.2566241,38.3872681,23.8983459,,3.425,13.7583333,7,4.4,349,11.8,280,0.0,23.1,17.4,54.0,27.6,14.7,-,-,-,-,-,-,1005.4,1004.7,-,7.51,5942.485829959514,595.0436681222708
2022-04-22,0.1949149,16.4577866,19.1625404,,5.1375,16.175,227,2.2,193,16.0,222,0.0,12.5,11.8,91.0,15.8,10.4,-,-,-,-,-,-,1007.4,1006.7,-,8.73,5020.0140562249,305.8636363636364
2022-04-23,0.3767092,36.5393524,25.1453953,,6.7541667,12.1291666,340,0.6,35,7.7,162,0.0,8.5,8.1,94.0,16.6,2.5,-,-,-,-,-,-,1018.4,1017.7,-,8.33,4219.835341365462,224.67965367965368
2022-04-24,0.3330355,20.0784893,17.0699997,,5.975,10.3916667,217,1.5,221,8.2,141,1.8,13.3,11.8,83.0,16.9,6.5,-,-,-,-,-,-,1008.5,1007.8,-,5.67,4135.039419087137,255.50448430493273
2022-04-25,0.1696738,21.5973377,14.9879856,,4.3625,8.9916667,92,0.3,171,9.8,146,0.0,9.5,9.3,97.0,19.8,5.1,-,-,-,-,-,-,1013.5,1012.8,-,8.34,5497.035269709543,564.9215246636771
2022-04-26,0.3016099,42.3510056,25.1547489,,9.4208332,28.3416669,24,1.2,82,6.7,149,0.0,10.6,10.3,96.0,16.8,4.7,-,-,-,-,-,-,1014.7,1014.0,-,6.83,5283.552044609665,570.856846473029
2022-04-27,0.2727021,33.4112244,20.7384167,,8.8208333,16.9833332,256,1.0,187,6.7,115,0.0,11.6,11.1,94.0,17.1,5.9,-,-,-,-,-,-,1025.0,1024.3,-,7.72,5481.32384341637,573.699604743083
2022-04-28,0.4198148,52.1392059,29.2917461,,7.0,24.0041667,76,0.5,45,4.6,80,0.0,12.4,11.2,86.0,15.7,9.2,-,-,-,-,-,-,1034.7,1034.0,-,4.67,5616.647766323024,566.7699619771863
2022-04-29,0.426773,54.6671219,25.8930931,,9.1333332,19.5666668,355,0.4,33,7.7,222,0.0,8.6,8.5,98.0,16.6,4.1,-,-,-,-,-,-,1037.3,1036.5,-,7.10,4634.259450171821,272.8688212927757
2022-04-30,0.1739362,24.1428776,17.61446,,3.9625,11.3708333,46,3.2,53,9.8,229,0.0,13.7,11.8,79.0,16.5,8.4,-,-,-,-,-,-,1032.2,1031.5,-,7.26,4035.9003436426115,231.74144486692015
2022-05-01,0.2898582,28.1942444,27.5048199,,4.6416666,10.8375,69,1.4,285,7.7,121,0.2,13.4,11.3,76.0,23.9,7.1,-,-,-,-,-,-,1020.0,1019.3,-,6.98,4925.591065292097,553.9125475285172
2022-05-02,0.2773121,37.8738861,28.1628056,,6.5666667,16.2291666,230,1.8,246,4.6,91,0.0,13.2,12.3,89.0,23.8,12.6,-,-,-,-,-,-,1020.5,1019.8,-,5.15,5006.696864111498,576.7220077220077
2022-05-03,0.3200142,50.1496391,27.1651802,,6.9125001,13.0625,230,1.7,37,5.7,132,0.0,9.6,9.4,97.0,21.0,8.4,-,-,-,-,-,-,1027.7,1027.0,-,6.09,5452.420454545455,577.2444852941177
2022-05-04,0.2630425,44.8397141,20.4333096,,4.3541667,6.2083333,227,2.2,82,6.7,159,0.0,10.5,10.4,98.0,15.5,9.5,-,-,-,-,-,-,1030.8,1030.1,-,3.63,5686.508389261745,567.9217557251908
2022-05-05,0.3398227,49.8957558,20.7333088,,6.4833333,13.725,352,1.5,70,4.6,117,0.2,13.5,13.0,94.0,18.7,10.4,-,-,-,-,-,-,1027.6,1026.9,-,5.06,6089.978873239436,565.824
2022-05-06,0.364922,52.6649628,24.8841724,,9.6375,14.0125,232,2.1,63,6.2,188,0.0,10.2,10.0,97.0,20.8,6.4,-,-,-,-,-,-,1029.2,1028.5,-,6.24,6089.978873239436,565.824
