Date,Daily Average NO2 (ug/m3),Daily Average O3 (ug/m3),Daily Average CO (mg/m3),Daily Average PM2.5 (ug/m3),Daily Average PM10 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2022-04-05,7.356583333333333,14.774291666666665,0.21208695652173915,4.326708333333333,10.648333333333333,8,3.7,302,12.4,372,6.4,18.8,16.5,78.0,20.8,12.8,9.3,-,16.9,16.9,-,17.7,1015.9,1010.0,1.7,7.22,7144.428571428572,312.2448979591837
2022-04-06,8.466,17.014333333333333,0.21717391304347827,4.206666666666667,11.451916666666667,310,7.9,312,17.0,389,6.2,19.0,17.2,83.0,19.9,16.9,15.6,-,17.5,17.6,-,17.6,1003.4,997.6,0.9,6.43,7418.72193877551,317.75
2022-04-07,8.629916666666666,18.053958333333334,0.1235217391304348,5.4937,16.41420833333333,215,4.1,199,10.3,177,0.4,11.7,10.3,83.0,14.7,10.8,9.2,-,14.1,16.0,-,17.7,1018.5,1012.4,5.6,10.98,7804.938775510204,330.7040816326531
2022-04-08,19.283791666666666,10.542333333333334,0.21191304347826084,4.7000416666666665,12.414333333333333,88,0.7,328,8.2,136,0.0,12.6,10.6,77.0,19.6,3.8,-0.2,-,12.0,13.2,-,17.7,1021.5,1015.4,9.5,15.51,7046.757653061224,175.4030612244898
2022-04-09,9.113249999999999,16.39195833333333,0.16591304347826086,11.240958333333333,28.273583333333335,239,0.6,245,7.2,134,0.0,12.3,11.4,89.0,18.2,5.6,1.3,-,12.4,13.5,-,17.6,1027.7,1021.6,9.5,14.50,6126.290816326531,131.75510204081633
2022-04-10,13.228416666666666,12.659458333333333,0.1947391304347826,9.485,21.340541666666667,90,0.6,330,8.8,153,0.0,12.6,11.6,88.0,20.2,4.1,0.1,-,12.0,13.0,-,17.4,1027.3,1021.2,7.7,13.78,7028.71282051282,313.9587628865979
2022-04-11,8.567166666666667,20.929291666666668,0.12143478260869565,3.8315416666666664,17.371750000000002,6,4.7,309,14.4,396,0.0,16.7,14.0,73.0,19.2,7.0,3.3,-,13.2,13.8,-,17.2,1022.4,1016.4,4.7,11.07,7385.425641025641,332.1443298969072
2022-04-12,8.220260869565218,18.943375,0.21378260869565216,6.6803333333333335,13.212166666666667,7,4.8,328,13.9,278,3.8,17.6,15.0,74.0,19.2,16.2,14.3,-,15.6,15.8,-,17.1,1011.3,1005.4,2.8,7.77,7658.823076923077,335.61340206185565
2022-04-13,4.15625,21.326416666666667,0.10273913043478261,5.342416666666666,14.442958333333332,166,3.9,180,16.0,333,0.0,15.0,13.0,78.0,16.3,13.4,12.6,-,15.1,15.9,-,17.0,1011.1,1005.1,1.2,6.74,8389.115384615385,353.1082474226804
2022-04-14,9.18325,17.175958333333334,0.1373913043478261,5.971041666666667,12.51775,57,0.2,160,8.8,131,0.0,12.0,9.9,75.0,16.8,9.1,6.8,-,12.6,13.7,-,17.0,1018.1,1012.0,6.0,12.14,5563.05641025641,131.88659793814432
2022-04-15,7.564375000000001,13.26325,0.15704347826086956,5.8897916666666665,10.439541666666667,286,0.4,293,5.7,156,0.0,8.7,7.7,86.0,19.2,0.9,-2.8,-,10.2,11.6,-,17.0,1022.0,1015.8,9.3,14.29,6584.369230769231,131.50515463917526
2022-04-16,3.9597499999999997,19.2585,0.12643478260869565,4.954958333333333,15.387833333333333,17,3.0,310,19.6,284,0.0,15.9,13.8,78.0,18.8,4.9,0.8,-,13.6,13.7,-,16.8,1017.0,1011.0,4.1,9.37,5601.835897435897,97.73195876288659
2022-04-17,3.6796470588235297,20.671541666666666,0.082,10.86325,27.1465,90,2.0,111,12.4,318,0.0,14.7,11.3,64.0,18.0,9.2,4.7,-,12.6,13.7,-,16.6,1027.2,1021.1,9.8,13.58,6395.083815028902,156.5
2022-04-18,8.077291666666667,14.316875000000001,0.1504782608695652,7.405291666666667,13.283541666666666,84,0.2,90,9.3,110,0.0,11.1,9.2,76.0,20.5,4.1,-0.9,-,11.2,12.6,-,16.6,1027.9,1021.7,9.8,14.18,7776.43352601156,354.85333333333335
2022-04-19,18.399958333333334,7.228583333333333,0.3046086956521739,4.26375,8.741999999999999,168,0.2,212,3.1,52,1.6,11.0,10.6,95.0,20.2,5.0,1.4,-,11.2,12.4,-,16.5,1024.6,1018.5,3.8,7.14,7444.084183673469,332.2091836734694
2022-04-20,14.205291666666668,12.120750000000001,0.3053478260869565,3.873625,5.895958333333333,300,0.5,326,9.3,239,0.0,16.4,16.2,98.0,24.0,11.1,11.7,-,15.5,15.2,-,16.4,1024.1,1018.1,6.0,11.61,7489.272959183673,313.08673469387753
2022-04-21,5.5531250000000005,18.046818181818182,0.21986363636363634,4.961,7.608047619047619,3,4.8,347,16.5,406,14.6,20.2,17.4,74.0,21.8,13.8,11.1,-,16.8,16.4,-,16.3,1016.0,1010.1,1.9,6.77,7664.242424242424,306.9795918367347
2022-04-22,8.246,22.052958333333333,0.16708695652173913,4.565083333333333,13.326833333333333,346,4.2,356,13.4,185,1.2,17.8,15.3,75.0,20.3,17.5,15.2,-,16.7,17.0,-,16.3,1008.0,1002.1,3.8,9.09,6918.525252525253,172.07142857142858
2022-04-23,8.433166666666667,15.669375,0.15260869565217391,4.719625,13.169958333333334,103,0.4,302,6.7,113,0.0,8.0,7.7,95.0,16.4,2.8,-1.3,-,10.8,13.0,-,16.5,1019.4,1013.2,8.9,12.48,6354.79797979798,121.28571428571429
2022-04-24,8.309666666666667,13.443173913043477,0.13978260869565218,3.9733750000000003,8.184708333333333,134,1.2,294,8.2,151,0.0,15.0,12.8,76.0,20.1,4.8,1.4,-,11.3,12.5,-,16.5,1009.8,1003.8,9.2,12.47,5927.12,138.14666666666668
2022-04-25,5.0694,21.075791666666667,0.10208695652173913,3.32725,9.300291666666666,15,0.7,268,6.2,116,0.0,13.0,11.6,84.0,18.1,9.7,6.0,-,12.9,13.8,-,16.4,1013.7,1007.7,9.3,12.81,7973.574285714286,352.1
2022-04-26,16.92620833333333,14.672624999999998,0.17965217391304347,5.677291666666666,14.220500000000001,52,0.5,1,7.7,125,0.2,13.9,12.4,83.0,18.7,9.3,5.9,-,13.9,14.3,-,16.2,1016.7,1010.7,9.5,13.35,8237.665714285715,386.2866666666667
2022-04-27,11.468125,14.668208333333332,0.1637391304347826,6.187083333333334,16.737416666666665,89,1.1,150,10.8,161,0.0,10.6,10.2,95.0,17.6,5.2,1.2,-,11.3,13.0,-,16.2,1023.6,1017.5,8.0,10.57,7883.484693877551,352.4479166666667
2022-04-28,16.189125,12.912041666666667,0.15334782608695652,5.98975,13.939208333333333,60,0.3,80,5.1,94,0.0,9.1,8.7,94.0,16.2,3.6,-0.6,-,10.2,12.0,-,16.2,1034.0,1027.8,4.4,8.70,8037.4540816326535,345.8541666666667
2022-04-29,19.135708333333334,10.814333333333332,0.20069565217391303,7.215083333333333,15.698708333333334,95,0.4,98,6.7,84,0.0,7.8,7.5,95.0,18.0,1.7,-2.2,-,9.1,11.2,-,16.1,1037.2,1030.9,8.6,11.89,7439.7860824742265,197.94148936170214
2022-04-30,15.447333333333333,11.075208333333334,0.13482608695652173,3.5659565217391305,9.525739130434783,61,0.5,348,8.2,158,0.0,6.3,6.2,98.0,18.6,0.2,-3.6,-,7.8,10.3,-,15.9,1035.2,1028.9,9.1,12.22,6066.318877551021,116.15104166666667
2022-05-01,2.58745,22.41325,0.050260869565217386,4.954041666666667,11.947249999999999,6,5.0,311,11.8,321,0.0,15.5,12.7,71.0,19.2,4.1,-0.6,-,11.4,11.7,-,15.7,1027.3,1021.2,6.2,10.21,7009.353535353535,296.83673469387753
2022-05-02,9.018782608695652,19.14282608695652,0.1637391304347826,4.778583333333333,13.952958333333333,20,3.7,339,10.3,194,1.2,16.8,14.6,78.0,19.7,15.6,12.4,-,14.3,14.1,-,15.6,1025.7,1019.7,2.3,6.63,7197.214646464647,302.515306122449
2022-05-03,17.460958333333334,15.135083333333334,0.21095652173913046,5.240875,11.905916666666668,138,0.6,354,6.7,101,0.2,17.2,16.3,91.0,20.8,15.5,14.3,-,15.7,15.4,-,15.5,1027.8,1021.8,6.2,9.72,7448.04797979798,309.25
2022-05-04,20.055583333333335,7.609083333333333,0.2546086956521739,6.73178947368421,13.060541666666666,46,0.4,244,7.2,126,0.0,11.7,11.6,99.0,21.3,8.3,4.6,-,13.0,14.0,-,15.6,1030.3,1024.1,7.4,11.01,7666.956632653061,325.0255102040816
2022-05-05,15.430083333333334,12.8585,0.15686956521739132,4.124458333333333,12.563125,67,0.3,21,7.7,107,0.0,11.0,10.9,99.0,19.8,8.6,6.5,-,13.1,14.3,-,15.6,1029.4,1023.2,6.6,9.99,7936.711734693878,322.5459183673469
2022-05-06,16.97175,13.7755,0.18895652173913044,8.158208333333333,15.018916666666668,243,0.4,11,7.7,108,0.0,14.3,13.9,95.0,20.8,9.9,6.3,-,13.8,14.5,-,15.7,1028.8,1022.7,8.0,12.06,7859.751231527093,322.5459183673469
2022-05-07,12.14659090909091,13.74975,0.14308695652173914,4.548875,9.981375,80,0.3,339,8.2,230,0.0,10.1,10.0,98.0,19.7,4.8,0.9,-,11.0,12.8,-,15.7,1029.4,1023.2,7.3,9.15,7113.130541871921,159.0765306122449
2022-05-08,1.0139090909090909,24.847541666666668,0.08217391304347826,4.37925,10.912458333333333,331,3.2,322,12.9,396,0.6,17.4,14.8,74.0,19.1,9.8,9.2,-,14.8,14.8,-,15.7,1024.0,1018.0,2.8,6.35,6360.275862068966,107.27551020408163
2022-05-09,9.601826086956523,21.30925,0.06552173913043478,3.8993749999999996,14.377833333333333,350,5.0,324,12.4,244,6.6,16.8,15.3,85.0,18.0,16.5,15.0,-,15.4,15.5,-,15.7,1015.5,1009.5,0.2,3.91,6717.401477832513,280.78061224489795
2022-05-10,5.774958333333333,24.604958333333332,0.036130434782608696,4.941083333333333,11.832166666666666,187,3.9,210,11.3,194,1.6,13.4,11.3,76.0,15.2,12.3,10.9,-,13.2,14.7,-,15.7,1021.7,1015.6,4.1,7.39,7140.820197044335,297.3724489795918
2022-05-11,17.133416666666665,19.557750000000002,0.10060869565217391,4.102666666666667,8.893666666666666,198,0.6,138,6.2,86,0.0,9.3,8.9,94.0,12.3,8.0,6.7,-,11.6,13.0,-,15.7,1031.3,1025.1,0.1,4.38,7432.120689655172,322.2704081632653
2022-05-12,21.363333333333333,8.890791666666667,0.20478260869565218,6.686333333333334,11.818083333333334,52,0.4,143,6.7,88,0.0,3.7,3.6,98.0,14.4,-0.9,-4.8,-,6.4,9.7,-,15.7,1032.8,1026.4,9.1,10.64,7484.761194029851,308.8958333333333
2022-05-13,17.029208333333333,11.492208333333332,0.2006086956521739,3.5730000000000004,10.954416666666667,46,0.3,359,7.2,257,0.0,6.7,6.4,96.0,15.7,1.8,-2.6,-,7.8,9.7,-,15.6,1030.8,1024.5,7.8,9.52,6746.921465968587,139.88172043010752
2022-05-14,3.2245416666666666,23.303124999999998,0.10291304347826087,2.5405833333333336,9.90775,345,3.6,316,13.4,226,6.8,15.2,12.3,69.0,17.1,6.7,6.2,-,12.2,12.4,-,15.3,1019.4,1013.4,1.1,4.06,5708.848167539267,97.0
2022-05-15,15.872958333333335,13.124125,0.2718695652173913,5.045416666666667,10.4995,117,0.5,222,5.1,55,9.4,13.0,12.9,99.0,15.8,11.4,9.7,-,13.3,13.8,-,15.2,1010.5,1004.5,0.1,2.52,7422.642857142857,302.3857142857143
2022-05-16,17.258708333333335,11.342541666666667,0.24456521739130435,2.816625,8.743708333333334,43,0.7,345,5.1,194,0.4,13.4,13.3,99.0,18.2,12.9,12.4,-,13.8,14.2,-,15.1,1008.3,1002.3,0.7,4.28,7751.864705882353,337.2916666666667
2022-05-17,8.076863636363637,21.935916666666667,0.18117391304347824,2.193,5.6669583333333335,354,2.5,334,13.9,221,0.4,18.0,16.9,89.0,19.5,12.1,9.8,-,15.3,14.9,-,15.1,1010.6,1004.7,0.3,3.10,8160.75,354.53472222222223
2022-05-18,13.488291666666667,14.013416666666666,0.23191304347826086,6.744416666666666,15.114083333333333,30,1.3,306,10.3,287,0.6,11.7,11.7,100.0,19.4,9.4,6.0,-,13.4,14.3,-,15.1,1014.7,1008.6,7.2,8.97,7129.371212121212,266.73655913978496
2022-05-19,4.92,25.349833333333333,0.14191304347826086,4.5732083333333335,13.275500000000001,319,6.7,338,19.0,517,23.6,17.4,15.4,80.0,18.4,11.4,8.0,-,14.8,14.8,-,15.2,1006.8,1000.9,0.5,3.31,7346.757575757576,270.7741935483871
2022-05-20,9.203333333333333,24.394583333333333,0.1071304347826087,5.4347916666666665,11.730791666666667,346,3.5,283,18.5,220,12.4,12.4,11.4,88.0,14.3,10.8,10.2,-,12.2,13.4,-,15.2,997.2,991.3,0.4,2.54,6998.527777777777,139.3494623655914
2022-05-21,4.988125,21.08125,0.08917391304347827,2.3327916666666666,5.807208333333333,167,1.4,314,16.5,216,0.0,6.8,6.7,99.0,15.0,0.3,-2.1,-,7.5,10.1,-,15.2,1007.6,1001.5,8.3,9.74,6005.542929292929,109.83333333333333
2022-05-22,10.187166666666668,15.921583333333333,0.18686956521739131,6.4815000000000005,12.621916666666666,80,0.7,299,12.4,153,0.0,5.1,5.0,99.0,16.1,0.0,-2.8,-,6.5,9.2,-,15.1,1006.8,1000.6,5.0,5.38,7406.717514124294,318.05555555555554
2022-05-23,10.345400000000001,18.315958333333334,0.14427272727272727,5.208625,15.320666666666668,335,0.7,289,6.2,77,0.0,6.6,6.4,97.0,15.1,2.8,-0.8,-,7.4,9.4,-,14.8,1015.9,1009.7,8.3,9.29,7668.316384180791,340.5833333333333
2022-05-24,22.125714285714285,10.052833333333334,0.32891304347826084,6.391249999999999,16.191208333333332,17,0.4,5,7.2,97,0.0,5.8,5.7,99.0,15.9,1.0,-2.4,-,6.3,8.5,-,14.6,1018.8,1012.6,5.3,7.17,8010.802259887006,347.81944444444446
2022-05-25,21.2195,10.738333333333335,0.25808695652173913,5.621125,15.830791666666668,135,0.2,181,5.1,107,0.0,3.9,3.9,100.0,17.2,0.2,-2.8,-,5.7,8.2,-,14.4,1015.8,1009.6,8.6,9.25,7300.277777777777,277.04945054945057
2022-05-26,13.058291666666667,23.866416666666666,0.11852173913043478,6.46825,17.184,105,2.3,134,7.7,107,0.0,8.8,7.2,78.0,11.6,4.0,1.2,-,8.4,9.5,-,14.1,1025.2,1019.0,2.5,5.46,7963.3650793650795,325.0
2022-05-27,19.719583333333333,15.523249999999999,0.21304347826086958,7.5525416666666665,17.308583333333335,98,0.1,306,2.1,38,0.0,7.9,7.6,96.0,12.7,5.6,2.7,-,9.0,9.8,-,14.0,1029.8,1023.6,1.3,3.36,7188.343915343916,161.92307692307693
2022-05-28,14.045125,12.539499999999999,0.15891304347826088,2.58925,7.609416666666667,98,0.3,359,7.7,107,0.0,2.3,2.3,100.0,15.3,-0.7,-3.1,-,5.4,8.0,-,13.8,1029.3,1022.9,7.3,8.28,6201.695767195767,120.23626373626374
2022-05-29,18.802416666666666,11.881124999999999,0.19369565217391305,6.124083333333334,7.50525,45,0.4,261,4.1,57,0.0,7.0,6.9,98.0,17.6,2.3,-0.8,-,6.6,8.5,-,13.7,1024.6,1018.4,8.3,8.56,6775.515706806283,276.9516129032258
2022-05-30,29.270458333333334,5.991208333333334,0.5252173913043479,8.565708333333333,19.955291666666664,82,0.8,348,9.8,220,32.6,7.5,7.3,97.0,16.2,2.0,-1.4,-,7.5,8.6,-,13.5,1010.5,1004.4,0.0,1.33,7244.84554973822,301.9301075268817
2022-05-31,8.103666666666667,25.474500000000003,0.1863478260869565,9.384708333333334,18.044791666666665,340,3.7,311,15.4,414,11.6,16.0,14.5,84.0,18.4,7.4,7.9,-,12.6,12.1,-,13.3,1003.5,997.6,1.5,4.64,7309.26902173913,285.2267441860465
2022-06-01,8.010583333333333,26.846333333333334,0.16121739130434784,8.156041666666667,22.346791666666665,344,4.6,344,21.6,546,30.2,16.4,15.0,85.0,17.7,14.5,12.3,-,13.7,13.1,-,13.2,994.4,988.6,1.3,3.44,7495.527173913043,281.63953488372096
2022-06-02,16.490125,21.964125,0.18382608695652172,6.413875,15.7025,5,4.8,340,17.0,151,8.8,14.6,12.6,78.0,15.3,12.4,11.5,-,12.6,13.0,-,13.2,995.2,989.3,0.4,2.77,7877.328804347826,292.3779069767442
2022-06-03,10.161041666666668,20.14675,0.11665217391304347,2.760375,10.830541666666667,200,0.7,144,6.7,101,2.2,9.1,9.1,100.0,13.2,7.3,5.3,-,10.3,11.7,-,13.3,999.0,993.0,0.8,3.49,7015.309782608696,151.3953488372093
2022-06-04,11.392916666666666,16.712458333333334,0.1924782608695652,6.836125,14.451166666666666,248,0.5,148,5.7,78,0.0,8.2,8.1,99.0,14.0,5.4,2.5,-,9.6,10.8,-,13.4,1017.9,1011.7,5.3,7.14,6218.290760869565,103.06395348837209
2022-06-05,19.753208333333333,6.867625,0.2902173913043478,6.58875,9.692166666666667,55,0.6,38,3.1,104,0.0,1.4,1.4,100.0,13.5,-1.6,-4.2,-,5.2,8.2,-,13.4,1021.1,1014.8,3.0,5.20,5555.180555555556,118.3313953488372
2022-06-06,6.926333333333333,19.529833333333332,0.15691304347826088,3.8839166666666665,7.255,359,3.2,345,8.2,131,0.0,12.5,11.2,84.0,16.4,1.3,-0.2,-,10.0,10.0,-,13.3,1017.5,1011.4,3.9,5.94,7460.136111111111,302.9261363636364
2022-06-07,16.243,18.312416666666667,0.19942857142857143,2.3312500000000003,6.5745000000000005,38,3.3,4,14.4,271,5.4,14.4,12.5,79.0,17.4,6.3,3.3,-,10.2,10.6,-,13.1,1012.2,1006.2,2.8,5.13,7615.236111111111,318.90340909090907
2022-06-08,10.448833333333333,27.035666666666668,0.20326086956521738,5.43575,17.857541666666666,4,3.6,332,14.9,448,5.2,14.0,12.3,81.0,16.7,10.5,7.2,-,11.6,11.8,-,13.1,1006.6,1000.6,3.6,5.31,7309.739010989011,292.7611111111111
2022-06-09,13.713333333333333,26.082583333333332,0.2156818181818182,3.906166666666667,11.28825,21,4.1,281,24.7,501,42.4,13.0,11.8,86.0,14.3,12.2,10.3,-,11.9,12.2,-,13.0,996.9,991.0,0.4,1.87,7610.035714285715,288.30555555555554
2022-06-10,8.951208333333334,28.896708333333333,0.19578260869565217,7.748708333333333,19.178749999999997,307,8.1,326,21.1,567,26.8,13.9,11.3,71.0,14.8,10.4,8.8,-,11.1,11.3,-,13.0,991.2,985.3,3.4,4.70,6518.145604395604,127.86111111111111
2022-06-11,5.650333333333333,28.740458333333333,0.19543478260869565,6.387875,13.609125,305,5.7,280,22.1,446,9.2,13.4,11.3,76.0,14.1,10.2,9.2,-,10.8,11.0,-,12.9,991.5,985.6,2.8,4.07,5198.818681318681,83.38888888888889
2022-06-12,4.576875,28.922083333333333,0.18969565217391302,4.841,12.514541666666666,28,3.2,281,20.1,486,44.2,11.0,9.8,85.0,13.9,9.6,7.2,-,9.8,10.5,-,12.9,994.0,988.0,0.0,1.25,7209.191558441558,276.6693548387097
2022-06-13,10.634333333333332,27.871708333333334,0.20047826086956522,5.255041666666666,13.678624999999998,297,5.5,272,25.7,397,8.4,9.6,8.0,79.0,13.2,8.3,6.6,-,9.0,10.2,-,12.7,982.9,977.0,0.2,1.91,7948.0375,332.38235294117646
2022-06-14,16.429083333333335,20.68786956521739,0.19482608695652173,5.412,11.378375,305,5.4,297,19.0,484,0.0,12.4,8.7,57.0,14.9,1.4,-1.3,-,7.7,8.6,-,12.6,1000.1,994.1,2.6,5.01,8276.278125,351.58088235294116
2022-06-15,10.063958333333334,25.264583333333334,0.1487391304347826,3.1819565217391306,7.25275,307,7.6,307,14.4,232,0.0,13.3,9.4,57.0,14.9,12.0,8.1,-,9.5,9.9,-,12.5,1006.6,1000.6,4.2,4.66,8401.825,356.3529411764706
2022-06-16,13.264541666666666,22.613208333333333,0.2001304347826087,2.6897333333333338,9.271916666666668,317,3.1,292,13.9,240,0.0,13.5,10.4,65.0,15.2,4.4,0.6,-,8.9,9.2,-,12.4,1014.2,1008.2,4.1,4.78,8521.471337579618,348.5
2022-06-17,19.63383333333333,17.483166666666666,0.29047826086956524,6.3460833333333335,15.838625,28,0.9,300,9.3,99,0.0,10.0,9.6,94.0,14.3,8.5,4.8,-,9.6,10.2,-,12.3,1021.8,1015.7,1.9,4.56,7452.633986928105,172.03125
2022-06-18,16.192541666666667,12.787083333333333,0.27508695652173915,4.783,9.466375,112,0.2,255,6.2,151,10.0,7.5,7.4,98.0,14.0,5.0,1.5,-,8.5,9.6,-,12.3,1021.8,1015.6,0.1,2.66,6302.372611464968,112.58088235294117
2022-06-19,5.138125,26.67675,0.13769565217391302,4.6987499999999995,9.775208333333333,240,1.1,200,10.8,211,7.0,8.8,7.9,87.0,11.0,7.5,7.4,-,9.3,10.1,-,12.2,1017.7,1011.6,1.9,3.73,7072.721590909091,282.3
2022-06-20,6.598333333333334,29.43795833333333,0.10447826086956521,4.738875,11.932,162,4.2,147,13.9,286,0.8,7.8,6.1,76.0,9.1,7.2,5.3,-,7.9,9.3,-,12.2,1022.9,1016.7,1.1,3.67,7451.627840909091,317.2055555555556
2022-06-21,8.480416666666667,26.864541666666668,0.12004347826086957,4.5183333333333335,9.069,337,0.8,127,9.3,108,0.0,6.1,6.0,99.0,10.0,4.8,4.0,-,7.4,8.5,-,12.2,1026.3,1020.0,0.6,3.44,7811.630681818182,331.22222222222223
2022-06-22,16.713833333333334,19.690708333333333,0.2080869565217391,3.9579166666666663,6.786333333333334,56,0.2,136,6.2,82,0.0,8.1,7.8,95.0,12.1,6.1,4.4,-,8.5,9.1,-,12.1,1027.1,1020.9,4.8,6.16,8224.689655172413,333.96666666666664
2022-06-23,28.639041666666667,4.487958333333333,0.4265217391304348,6.501916666666666,11.219833333333334,44,0.3,264,3.1,47,0.0,0.4,0.4,100.0,12.2,-2.4,-4.9,-,3.8,6.5,-,12.0,1029.8,1023.4,8.2,7.66,6545.071022727273,132.02717391304347
2022-06-24,17.25225,13.8835,0.23686956521739133,4.233708333333333,7.183791666666667,226,0.9,352,6.7,122,0.0,0.7,0.7,100.0,15.0,-2.3,-4.7,-,3.2,5.7,-,11.9,1025.6,1019.2,4.2,5.76,6484.806818181818,103.3586956521739
2022-06-25,8.824083333333332,23.236125,0.18682608695652173,2.7105,6.539375,35,2.7,18,8.8,184,4.2,12.7,10.6,76.0,15.5,0.6,-0.5,-,8.4,8.2,-,11.7,1017.0,1010.9,1.5,3.79,6123.931818181818,112.90217391304348
2022-06-26,12.294166666666667,17.834958333333333,0.29043478260869565,5.1498333333333335,7.877083333333334,14,0.7,299,11.8,104,0.0,11.1,11.0,98.0,16.4,9.8,8.1,-,10.1,10.1,-,11.5,1018.4,1012.3,6.3,7.28,7180.0297619047615,313.95238095238096
2022-06-27,16.152458333333332,17.060333333333332,0.20017391304347826,3.092166666666667,9.40925,103,0.8,333,11.3,231,7.8,5.5,5.5,100.0,14.8,0.7,-1.1,-,6.4,8.1,-,11.5,1019.5,1013.3,6.2,7.01,7350.869047619048,315.5357142857143
2022-06-28,20.505125,17.416291666666666,0.2233913043478261,4.404208333333333,6.915041666666666,278,0.5,267,6.2,108,8.8,10.5,10.4,99.0,11.9,5.5,4.6,-,9.8,9.8,-,11.5,1019.5,1013.4,0.0,1.86,7739.693452380952,333.44642857142856
2022-06-29,22.0895,13.063458333333335,0.2870869565217391,4.368875,4.8525,62,1.4,314,7.7,127,0.0,10.6,10.5,98.0,14.5,8.2,7.2,-,9.9,10.1,-,11.5,1011.6,1005.5,5.2,6.71,7904.085798816568,330.92261904761904
2022-06-30,21.791583333333335,9.91075,0.3219565217391304,4.895125,10.884416666666667,86,0.6,288,12.4,248,0.2,2.6,2.6,100.0,14.6,1.8,-0.3,-,7.1,8.8,-,11.5,1011.4,1005.2,5.6,6.25,8016.822033898305,312.5769230769231
2022-07-01,21.481958333333335,17.634125,0.269304347826087,6.828541666666666,13.011166666666668,302,0.7,319,14.4,85,0.0,6.4,5.9,92.0,12.4,2.5,4.1,-,8.5,9.5,-,11.5,1014.2,1008.0,7.5,7.46,7233.635593220339,154.62087912087912
2022-07-02,20.7055,10.673625,0.31969565217391305,4.300125,10.734291666666666,89,0.2,5,6.7,80,0.0,1.1,1.1,99.0,14.4,-1.6,-5.5,-,3.9,6.9,-,11.5,1021.8,1015.5,8.3,8.15,6055.675141242938,109.48901098901099
2022-07-03,19.000375000000002,11.302541666666668,0.3081304347826087,6.0172083333333335,8.775625,125,0.5,337,6.7,108,0.0,3.1,3.1,99.0,14.8,1.1,-2.4,-,4.8,6.7,-,11.5,1020.8,1014.5,6.5,7.41,7013.99723756906,297.9193548387097
2022-07-04,25.8535,10.208083333333333,0.34152173913043476,7.082458333333334,14.23325,13,0.4,340,6.2,108,0.6,1.6,1.6,99.0,15.3,-1.2,-4.6,-,3.6,6.1,-,11.4,1028.1,1021.7,8.3,8.14,7458.610215053764,312.63684210526316
2022-07-05,12.611041666666667,23.48629166666667,0.1817826086956522,2.62,8.567,38,3.5,352,10.8,174,4.2,12.0,10.8,85.0,12.3,1.6,-1.2,-,8.2,7.7,-,11.2,1021.7,1015.6,0.0,2.30,7702.282051282052,321.13684210526316
2022-07-06,20.102875,14.872833333333332,0.26743478260869563,10.995833333333332,21.192583333333335,70,0.8,172,8.2,101,0.0,7.1,7.1,100.0,12.5,6.4,4.4,-,8.4,9.0,-,11.0,1021.7,1015.5,7.7,8.09,7806.246153846154,327.13684210526316
2022-07-07,31.7055,2.4012083333333334,0.47447826086956524,10.246958333333334,17.763666666666666,80,0.2,350,2.1,46,13.8,0.0,0.0,100.0,11.1,-3.1,-5.8,-,3.3,6.0,-,11.0,1027.1,1020.7,5.2,6.41,7695.053846153846,279.5736842105263
2022-07-08,20.416833333333333,13.789416666666668,0.34500000000000003,4.860416666666667,9.9255,202,1.1,309,15.4,466,11.8,8.4,8.4,100.0,16.8,-0.1,-1.0,-,7.5,7.8,-,11.0,1005.1,999.0,0.1,2.77,6591.251282051282,124.08421052631579
2022-07-09,6.456291666666666,30.81458333333333,0.18639130434782608,11.117833333333332,25.82704166666667,304,8.3,303,21.6,397,4.8,14.3,12.2,77.0,15.4,8.3,8.3,-,11.5,11.0,-,10.8,995.7,989.8,2.1,3.81,5875.789743589744,105.45263157894736
2022-07-10,5.599625,29.460458333333335,0.1256086956521739,7.860916666666667,18.944958333333332,123,1.4,192,8.8,224,0.4,6.6,5.4,82.0,9.8,6.2,5.3,-,8.4,9.6,-,10.8,1021.4,1015.2,0.5,4.50,7078.593264248705,289.56451612903226
2022-07-11,23.054000000000002,18.117291666666667,0.2457826086956522,5.028416666666667,12.34645,91,2.9,91,12.4,493,16.8,8.8,7.0,76.0,13.0,6.4,5.7,-,8.0,8.9,-,10.9,1028.4,1022.2,0.0,2.82,7007.215025906736,258.60752688172045
2022-07-12,15.416565217391305,22.354727272727274,0.19785,1.2283333333333333,8.353250000000001,69,9.2,302,20.1,524,27.2,12.9,11.2,80.0,15.7,8.8,7.2,-,9.9,9.6,-,11.0,1004.1,998.1,0.0,0.93,7587.940414507772,295.30645161290323
2022-07-13,7.029083333333333,29.327333333333332,0.17047826086956522,8.159041666666667,19.371375,326,6.2,321,19.6,459,0.0,13.6,11.3,74.0,14.6,11.6,10.6,-,10.7,10.8,-,10.9,998.3,992.4,0.9,3.80,7776.248704663212,311.258064516129
